"Sample","TimestampUtc","AppCpuPercent","AppWorkingSetMiB","AppPrivateMiB","AppThreads","AppHandles","TreeProcessCount","TreeWorkingSetMiB","TreePrivateMiB","PowerShellCount","PowerShellWorkingSetMiB","PowerShellPrivateMiB","ConhostCount","ConhostWorkingSetMiB","ConhostPrivateMiB"
"1","2026-07-19T02:20:26.4803544+00:00","0.2328","226.434","253.949","72","709","49","3532.625","1458.27","32","3175.566","1180.492","16","130.543","23.746"
"2","2026-07-19T02:20:27.4861614+00:00","0.5437","235.207","262.852","72","709","49","3543.793","1468.656","32","3176.73","1180.828","16","130.543","23.746"
"3","2026-07-19T02:20:28.4829000+00:00","0.2351","236.23","263.746","72","709","49","3542.266","1467.086","32","3175.48","1179.582","16","130.543","23.746"
"4","2026-07-19T02:20:29.4783215+00:00","0.3139","213.91","241.48","72","709","49","3509.949","1435.379","32","3164.57","1169.168","16","130.543","23.746"
"5","2026-07-19T02:20:30.4872175+00:00","1.5487","214.02","241.559","77","720","49","3510.965","1436.305","32","3165.395","1169.918","16","130.543","23.746"
"6","2026-07-19T02:20:31.4849891+00:00","0.7047","213.957","241.504","77","719","49","3511.801","1437.074","32","3166.188","1170.547","16","130.543","23.746"
"7","2026-07-19T02:20:32.4791923+00:00","0.7072","214.887","242.371","72","709","49","3509.59","1435.062","32","3163.188","1167.949","16","130.543","23.746"
"8","2026-07-19T02:20:33.4866335+00:00","0.6204","213.953","241.363","74","712","49","3513.633","1432.754","32","3168.141","1166.566","16","130.543","23.746"
"9","2026-07-19T02:20:34.4803515+00:00","0.7076","217.164","244.508","71","706","49","3520.141","1437.824","32","3172.422","1169.559","16","130.543","23.746"
"10","2026-07-19T02:20:35.4889453+00:00","0","217.039","244.367","71","706","49","3520.805","1438.516","32","3173.199","1170.371","16","130.543","23.746"
"11","2026-07-19T02:20:36.4828433+00:00","0.6288","218.32","245.785","71","706","49","3522.121","1439.902","32","3173.566","1170.742","16","130.543","23.746"
"12","2026-07-19T02:20:37.4843091+00:00","0.312","218.301","245.703","71","706","49","3520.367","1437.484","32","3171.781","1168.293","16","130.543","23.746"
"13","2026-07-19T02:20:38.4818355+00:00","0.5482","219.535","246.996","72","706","49","3521.047","1437.988","32","3172.387","1168.688","16","130.543","23.746"
"14","2026-07-19T02:20:39.4891417+00:00","1.0858","218.551","246.051","74","712","49","3520.891","1437.703","32","3173.07","1169.25","16","130.543","23.746"
"15","2026-07-19T02:20:40.4801630+00:00","1.1825","218.672","246.191","74","712","49","3522.539","1439.496","32","3173.859","1170.125","16","130.543","23.746"
"16","2026-07-19T02:20:41.4884068+00:00","0.6974","218.559","246.031","74","711","49","3522.461","1439.359","32","3174.645","1170.938","16","130.543","23.746"
"17","2026-07-19T02:20:42.4822905+00:00","0.8647","220.191","248.039","74","711","49","3525.883","1442.996","32","3175.289","1171.5","16","130.395","23.449"
"18","2026-07-19T02:20:43.4751184+00:00","0.3934","218.438","245.809","71","705","49","3500.582","1419.062","32","3152.203","1150.695","16","129.941","22.559"
"19","2026-07-19T02:20:44.4845457+00:00","0.5418","218.359","245.809","71","705","49","3500.656","1419.152","32","3152.355","1150.785","16","129.941","22.559"
"20","2026-07-19T02:20:45.4772902+00:00","0.3148","218.516","245.887","71","705","49","3500.875","1419.09","32","3152.387","1150.613","16","129.941","22.559"
"21","2026-07-19T02:20:46.4883471+00:00","0.6182","218.547","246.055","71","705","49","3501.676","1419.719","32","3153.09","1151.098","16","129.941","22.559"
"22","2026-07-19T02:20:47.4798727+00:00","0.3152","218.73","246.176","74","711","49","3485.938","1409.75","32","3137.199","1140.949","16","129.941","22.559"
"23","2026-07-19T02:20:48.4745230+00:00","2.0422","218.57","246.16","74","711","49","3480.758","1406.266","32","3130.719","1136.016","16","129.941","22.559"
"24","2026-07-19T02:20:49.4869892+00:00","0.8488","218.676","246.168","74","711","49","3480.137","1405.449","32","3131.531","1136.766","16","129.941","22.559"
"25","2026-07-19T02:20:50.4772133+00:00","0.4734","218.52","245.941","74","711","49","3480.777","1406.141","32","3132.234","1137.391","16","129.941","22.559"
"26","2026-07-19T02:20:51.4872641+00:00","1.0055","218.668","246.148","74","711","49","3481.586","1406.785","32","3132.977","1138.078","16","129.941","22.559"
"27","2026-07-19T02:20:52.4815785+00:00","0.1571","218.336","245.68","71","705","49","3482.07","1407.379","32","3133.703","1138.934","16","129.941","22.559"
"28","2026-07-19T02:20:53.4883041+00:00","0.5432","218.41","245.781","71","705","49","3482.824","1407.98","32","3134.473","1139.641","16","129.941","22.559"
"29","2026-07-19T02:20:54.4869768+00:00","0","218.441","245.777","71","705","49","3483.508","1408.625","32","3135.125","1140.289","16","129.941","22.559"
"30","2026-07-19T02:20:55.4812836+00:00","0.3929","218.367","245.715","71","705","49","3484.117","1409.332","32","3135.809","1141.059","16","129.941","22.559"
