"Sample","TimestampUtc","AppCpuPercent","AppWorkingSetMiB","AppPrivateMiB","AppThreads","AppHandles","TreeProcessCount","TreeWorkingSetMiB","TreePrivateMiB","PowerShellCount","PowerShellWorkingSetMiB","PowerShellPrivateMiB","ConhostCount","ConhostWorkingSetMiB","ConhostPrivateMiB"
"57","2026-07-19T02:23:12.4250742+00:00","0.4717","201.023","200.188","47","605","28","2037.113","852.965","18","1762.855","640.043","9","73.203","12.734"
"58","2026-07-19T02:23:13.4292875+00:00","0.0778","200.844","199.945","47","605","28","2037.289","853.035","18","1763.242","640.355","9","73.203","12.734"
"59","2026-07-19T02:23:14.4273226+00:00","0.7828","201.379","200.641","49","609","28","2041.117","857.012","18","1763.688","640.73","9","73.203","12.734"
"60","2026-07-19T02:23:15.4273531+00:00","0.5469","202.09","201.285","48","607","28","2038.691","854.484","18","1764.102","641.168","9","73.203","12.734"
"61","2026-07-19T02:23:16.4339929+00:00","0.5433","201.004","200.191","47","605","28","2038.73","854.594","18","1764.523","641.668","9","73.203","12.734"
"62","2026-07-19T02:23:17.4374424+00:00","0.4671","201.453","200.633","48","607","28","2039.586","855.473","18","1764.93","642.105","9","73.203","12.734"
"63","2026-07-19T02:23:18.4310964+00:00","0.5504","201.051","200.273","47","605","28","2039.652","855.332","18","1765.34","642.293","9","73.203","12.734"
"64","2026-07-19T02:23:19.4334780+00:00","0.2338","201.125","200.285","47","605","28","2040.102","855.875","18","1765.773","642.855","9","73.203","12.734"
"65","2026-07-19T02:23:20.4254805+00:00","0.4725","200.949","200.195","47","605","28","2040.344","856.348","18","1766.191","643.418","9","73.203","12.734"
"66","2026-07-19T02:23:21.4391112+00:00","0","201.074","200.266","47","605","28","2040.84","856.73","18","1766.562","643.73","9","73.203","12.734"
"67","2026-07-19T02:23:22.4337584+00:00","0.4713","201.012","200.129","47","605","28","2041.258","857.008","18","1767.012","643.98","9","73.203","12.734"
"68","2026-07-19T02:23:23.4286167+00:00","1.0994","201.535","200.809","51","607","28","2042.051","857.953","18","1767.445","644.543","9","73.203","12.734"
"69","2026-07-19T02:23:24.4216761+00:00","0.472","201.355","200.5","48","607","28","2042.391","858.281","18","1767.828","645.043","9","73.203","12.734"
"70","2026-07-19T02:23:25.4334151+00:00","0.4633","201.129","200.227","47","605","28","2043.055","858.812","18","1768.258","645.293","9","73.203","12.734"
"71","2026-07-19T02:23:26.4273849+00:00","0.786","201.234","200.336","48","607","28","2043.121","858.738","18","1768.684","645.668","9","73.203","12.734"
"72","2026-07-19T02:23:27.4340835+00:00","0.8537","201.098","200.25","47","605","28","2043.383","859.25","18","1769.082","646.266","9","73.203","12.734"
"73","2026-07-19T02:23:28.4393124+00:00","0.0777","200.961","200.105","47","605","28","2043.672","859.48","18","1769.508","646.641","9","73.203","12.734"
"74","2026-07-19T02:23:29.4346398+00:00","0.471","201.047","200.164","47","605","28","2044.18","860.047","18","1769.922","647.141","9","73.203","12.734"
"75","2026-07-19T02:23:30.4264506+00:00","0.2363","200.531","199.617","47","605","28","2044.484","860.141","18","1770.352","647.391","9","73.203","12.734"
"76","2026-07-19T02:23:31.4264473+00:00","0.625","203.57","202.832","51","605","28","2045.266","861.176","18","1770.797","647.953","9","73.203","12.734"
"77","2026-07-19T02:23:32.4207063+00:00","0.2357","201.055","200.219","51","611","28","2045.418","861.281","18","1771.16","648.328","9","73.203","12.734"
"78","2026-07-19T02:23:33.4339447+00:00","0.9253","201.102","200.273","48","607","28","2046.172","862.008","18","1771.621","648.703","9","73.203","12.734"
"79","2026-07-19T02:23:34.4304841+00:00","0.784","201.207","200.371","51","613","28","2046.422","862.102","18","1772.039","649.078","9","73.203","12.734"
"80","2026-07-19T02:23:35.4255719+00:00","0.0785","199.969","198.984","48","607","28","2046.527","862.492","18","1772.457","649.641","9","73.203","12.734"
"81","2026-07-19T02:23:36.4219405+00:00","0.4705","199.656","198.645","47","605","28","2047.039","862.789","18","1772.863","650.016","9","73.203","12.734"
"82","2026-07-19T02:23:37.4260992+00:00","0","199.668","198.656","47","605","28","2046.32","861.879","18","1773.289","650.328","9","73.203","12.734"
"83","2026-07-19T02:23:38.4384595+00:00","0.463","199.609","198.605","47","605","28","2046.641","862.207","18","1773.727","650.766","9","73.203","12.734"
"84","2026-07-19T02:23:39.4342152+00:00","0.0785","199.617","198.605","47","605","28","2047.039","862.738","18","1774.148","651.328","9","73.203","12.734"
"85","2026-07-19T02:23:40.4317655+00:00","1.1748","199.836","198.949","51","609","28","2047.578","863.348","18","1774.523","651.641","9","73.203","12.734"
"86","2026-07-19T02:23:41.4289821+00:00","0.7834","200.648","199.828","51","613","28","2048.812","864.641","18","1774.961","652.078","9","73.203","12.734"
"87","2026-07-19T02:23:42.4382025+00:00","0.6193","200.965","200.098","47","605","28","2049.641","865.367","18","1775.398","652.453","9","73.203","12.734"
"88","2026-07-19T02:23:43.4355664+00:00","0.0783","201.707","200.906","50","609","28","2049.684","865.707","18","1775.793","653.016","9","73.203","12.734"
"89","2026-07-19T02:23:44.4325910+00:00","0.7052","201.359","200.523","47","605","28","2048.848","864.676","18","1776.199","653.402","9","73.203","12.734"
"90","2026-07-19T02:23:45.4369404+00:00","0.0778","201.293","200.465","47","605","28","2049.488","864.98","18","1776.68","653.656","9","73.203","12.734"
"91","2026-07-19T02:23:46.4342015+00:00","0.47","201.277","200.402","47","605","28","2051.547","867.293","18","1777.066","654.156","9","73.203","12.734"
"92","2026-07-19T02:23:47.4294483+00:00","0.157","201.199","200.324","47","605","28","2051.906","867.73","18","1777.488","654.656","9","73.203","12.734"
"93","2026-07-19T02:23:48.4362856+00:00","0.6208","201.215","200.402","47","605","28","2052.352","868.105","18","1777.883","654.969","9","73.203","12.734"
"94","2026-07-19T02:23:49.4284975+00:00","0.7874","201.613","200.816","50","611","28","2053.168","868.918","18","1778.328","655.344","9","73.203","12.734"
"95","2026-07-19T02:23:50.4404491+00:00","0.6948","201.543","200.816","50","609","28","2053.621","869.41","18","1778.777","655.844","9","73.203","12.734"
"96","2026-07-19T02:23:51.4334103+00:00","0","201.438","200.551","47","605","28","2053.809","869.695","18","1779.164","656.406","9","73.203","12.734"
"97","2026-07-19T02:23:52.4262320+00:00","0.6295","201.586","200.863","50","611","28","2054.402","870.441","18","1779.613","656.844","9","73.203","12.734"
"98","2026-07-19T02:23:53.4214688+00:00","0.3925","201.176","200.309","47","605","28","2054.352","870.012","18","1779.973","656.969","9","73.203","12.734"
"99","2026-07-19T02:23:54.4294234+00:00","0.31","200.93","199.977","47","605","28","2054.617","870.473","18","1780.434","657.531","9","73.203","12.734"
"100","2026-07-19T02:23:55.4246603+00:00","0.3925","201.039","200.141","47","605","28","2055.066","870.906","18","1780.824","658.031","9","73.203","12.734"
"101","2026-07-19T02:23:56.4373534+00:00","0","200.949","199.996","47","605","28","2055.414","871.105","18","1781.23","658.344","9","73.203","12.734"
"102","2026-07-19T02:23:57.4262062+00:00","0.7111","201.023","200.188","47","605","28","2055.871","871.578","18","1781.645","658.656","9","73.203","12.734"
"103","2026-07-19T02:23:58.4384968+00:00","0.5402","201.195","200.309","50","609","28","2056.484","872.262","18","1782.086","659.219","9","73.203","12.734"
"104","2026-07-19T02:23:59.4234574+00:00","1.1105","201.191","200.414","50","611","28","2056.926","872.93","18","1782.469","659.719","9","73.203","12.734"
"105","2026-07-19T02:24:00.4318814+00:00","0.2324","201.047","200.09","47","605","28","2057.156","872.73","18","1782.906","659.906","9","73.203","12.734"
"106","2026-07-19T02:24:01.4258098+00:00","1.0218","201.25","200.426","50","611","28","2057.793","873.504","18","1783.34","660.344","9","73.203","12.734"
"107","2026-07-19T02:24:02.4326139+00:00","0.2328","200.68","199.711","47","605","28","2057.949","873.684","18","1783.734","660.906","9","73.203","12.734"
"108","2026-07-19T02:24:03.4311192+00:00","0.6259","200.797","199.902","47","605","28","2058.145","873.859","18","1784.141","661.219","9","73.203","12.734"
"109","2026-07-19T02:24:04.4383455+00:00","0.2327","199.727","198.68","47","605","28","2058.492","874.211","18","1784.562","661.719","9","73.203","12.734"
"110","2026-07-19T02:24:05.4308024+00:00","0.6298","199.785","198.801","46","603","28","2058.98","874.637","18","1784.996","662.031","9","73.203","12.734"
"111","2026-07-19T02:24:06.4394009+00:00","0.3098","199.711","198.652","46","603","28","2058.32","873.98","18","1785.406","662.594","9","73.203","12.734"
"112","2026-07-19T02:24:07.4304568+00:00","0.6306","199.84","198.922","49","607","28","2058.945","874.848","18","1785.812","663.094","9","73.203","12.734"
"113","2026-07-19T02:24:08.4257481+00:00","0.9419","201.609","200.734","48","607","28","2059.324","874.77","18","1786.211","663.156","9","73.203","12.734"
"114","2026-07-19T02:24:09.4393153+00:00","0.4625","201.297","200.453","46","603","28","2061.242","876.906","18","1786.691","663.719","9","73.203","12.734"
"115","2026-07-19T02:24:10.4304514+00:00","0.3153","201.656","200.758","48","607","28","2061.805","877.383","18","1786.93","663.875","9","73.203","12.734"
"116","2026-07-19T02:24:11.4388859+00:00","0.8522","201.207","200.379","46","603","28","2076.109","890.27","18","1801.699","677.156","9","73.203","12.734"
"117","2026-07-19T02:24:12.4312507+00:00","0.5511","201.383","200.457","46","603","28","2080.613","894.785","18","1806.027","681.594","9","73.203","12.734"
"118","2026-07-19T02:24:13.4391328+00:00","0.0775","201.121","200.285","46","603","28","2080.371","894.613","18","1806.027","681.594","9","73.203","12.734"
"119","2026-07-19T02:24:14.4353801+00:00","0.4705","201.172","200.27","46","603","28","2080.418","894.613","18","1806.027","681.594","9","73.203","12.734"
"120","2026-07-19T02:24:15.4270160+00:00","0.2364","201.125","200.129","46","603","28","2080.262","894.305","18","1805.934","681.441","9","73.203","12.734"
"121","2026-07-19T02:24:16.4348281+00:00","0.7752","201.805","200.836","47","603","28","2080.758","894.711","18","1805.746","681.137","9","73.203","12.734"
"122","2026-07-19T02:24:17.4276547+00:00","0.7082","201.391","200.379","46","601","28","2080.168","893.867","18","1805.551","680.73","9","73.203","12.734"
"123","2026-07-19T02:24:18.4341538+00:00","0.4657","201.32","200.293","45","599","28","2080.012","893.617","18","1805.395","680.402","9","73.203","12.734"
"124","2026-07-19T02:24:19.4330804+00:00","0.7821","201.449","200.434","46","601","28","2080.086","893.609","18","1805.395","680.402","9","73.203","12.734"
"125","2026-07-19T02:24:20.4354494+00:00","0.9353","201.273","200.285","45","599","28","2079.871","893.422","18","1805.395","680.402","9","73.203","12.734"
"126","2026-07-19T02:24:21.4348555+00:00","0.3127","201.125","200.09","45","599","28","2079.375","892.488","18","1805.043","679.66","9","73.203","12.734"
"127","2026-07-19T02:24:22.4249806+00:00","0.5523","201.305","200.348","45","599","28","2079.598","892.758","18","1805.043","679.66","9","73.203","12.734"
"128","2026-07-19T02:24:23.4358515+00:00","0","201.141","200.105","45","599","28","2079.445","892.559","18","1805.043","679.66","9","73.203","12.734"
"129","2026-07-19T02:24:24.4308634+00:00","0.6281","201.328","200.348","45","599","28","2079.574","892.742","18","1805.043","679.66","9","73.203","12.734"
"130","2026-07-19T02:24:25.4250444+00:00","0.8644","201.66","200.719","49","605","28","2079.914","893.121","18","1805.043","679.66","9","73.203","12.734"
"131","2026-07-19T02:24:26.4327880+00:00","0.4651","201.262","200.359","46","601","28","2079.539","892.754","18","1805.043","679.66","9","73.203","12.734"
"132","2026-07-19T02:24:27.4252106+00:00","0.3936","201.605","200.723","49","605","28","2079.926","893.191","18","1805.043","679.66","9","73.203","12.734"
"133","2026-07-19T02:24:28.4370177+00:00","0.3861","201.07","200.16","46","601","28","2079.648","892.812","18","1805.043","679.66","9","73.203","12.734"
"134","2026-07-19T02:24:29.4314118+00:00","0.2357","200.805","199.754","45","599","28","2079.051","892.148","18","1805.043","679.66","9","73.203","12.734"
"135","2026-07-19T02:24:30.4296199+00:00","0.1565","199.945","198.816","45","599","28","2079.066","892.336","18","1805.043","679.66","9","73.203","12.734"
"136","2026-07-19T02:24:31.4322968+00:00","0.5454","199.859","198.746","45","599","28","2078.969","892.082","18","1805.043","679.66","9","73.203","12.734"
"137","2026-07-19T02:24:32.4303979+00:00","0.2348","200.734","199.676","45","599","28","2079.07","892.16","18","1805.043","679.66","9","73.203","12.734"
"138","2026-07-19T02:24:33.4272718+00:00","0.7837","200.887","200.012","49","603","28","2079.172","892.445","18","1805.043","679.66","9","73.203","12.734"
"139","2026-07-19T02:24:34.4226385+00:00","0.7849","201.207","200.305","48","605","28","2079.746","892.992","18","1805.043","679.66","9","73.203","12.734"
"140","2026-07-19T02:24:35.4324870+00:00","0.851","199.797","198.691","46","601","28","2079.031","892.145","18","1805.043","679.66","9","73.203","12.734"
"141","2026-07-19T02:24:36.4316104+00:00","0.4692","199.797","198.715","47","603","28","2078.332","891.398","18","1805.043","679.66","9","73.203","12.734"
"142","2026-07-19T02:24:37.4369399+00:00","0.8548","200.668","199.711","46","601","28","2078.984","892.176","18","1805.043","679.66","9","73.203","12.734"
"143","2026-07-19T02:24:38.4323860+00:00","0.157","201.453","200.449","45","599","28","2078.938","892.031","18","1805.043","679.66","9","73.203","12.734"
"144","2026-07-19T02:24:39.4276111+00:00","0.471","201.418","200.473","45","599","28","2077.957","891.082","18","1805.043","679.66","9","73.203","12.734"
"145","2026-07-19T02:24:40.4273901+00:00","0.0781","201.273","200.223","45","599","28","2078.18","891.496","18","1805.316","680.234","9","73.203","12.734"
"146","2026-07-19T02:24:41.4275704+00:00","0.1562","201.188","200.133","45","599","28","2079.793","893.434","18","1805.395","680.398","9","73.203","12.734"
"147","2026-07-19T02:24:42.4290403+00:00","0.4681","201.715","200.719","47","601","28","2080.344","893.883","18","1805.395","680.398","9","73.203","12.734"
"148","2026-07-19T02:24:43.4262697+00:00","0.9401","201.562","200.551","47","603","28","2080.16","893.684","18","1805.395","680.398","9","73.203","12.734"
"149","2026-07-19T02:24:44.4354377+00:00","0.3871","201.582","200.59","46","601","28","2080.23","893.77","18","1805.395","680.398","9","73.203","12.734"
"150","2026-07-19T02:24:45.4341891+00:00","0.6258","201.883","200.867","47","603","28","2080.48","894","18","1805.395","680.398","9","73.203","12.734"
"151","2026-07-19T02:24:46.4312666+00:00","0.7835","201.734","200.727","46","601","28","2080.332","893.859","18","1805.395","680.398","9","73.203","12.734"
"152","2026-07-19T02:24:47.4376662+00:00","0.3881","201.129","200.07","45","599","28","2079.727","893.203","18","1805.395","680.398","9","73.203","12.734"
"153","2026-07-19T02:24:48.4322046+00:00","0.6284","201.379","200.359","45","599","28","2079.977","893.492","18","1805.395","680.398","9","73.203","12.734"
"154","2026-07-19T02:24:49.4249502+00:00","0.2361","201.227","200.168","45","599","28","2079.824","893.301","18","1805.395","680.398","9","73.203","12.734"
"155","2026-07-19T02:24:50.4372598+00:00","0.5402","201.34","200.359","45","599","28","2079.98","893.492","18","1805.395","680.398","9","73.203","12.734"
"156","2026-07-19T02:24:51.4342153+00:00","0.9404","201.688","200.672","47","603","28","2080.285","893.805","18","1805.395","680.398","9","73.203","12.734"
"157","2026-07-19T02:24:52.4304929+00:00","1.1763","201.848","200.898","47","603","28","2080.477","894.062","18","1805.395","680.398","9","73.203","12.734"
"158","2026-07-19T02:24:53.4265301+00:00","0.0784","201.566","200.523","46","601","28","2080.148","893.617","18","1805.395","680.398","9","73.203","12.734"
"159","2026-07-19T02:24:54.4380060+00:00","1.0041","201.664","200.758","47","601","28","2080.32","893.914","18","1805.395","680.398","9","73.203","12.734"
"160","2026-07-19T02:24:55.4317657+00:00","0.3145","201.363","200.352","46","601","28","2079.945","893.445","18","1805.395","680.398","9","73.203","12.734"
"161","2026-07-19T02:24:56.4310333+00:00","0","201.156","200.098","45","599","28","2079.762","893.301","18","1805.395","680.398","9","73.203","12.734"
"162","2026-07-19T02:24:57.4363387+00:00","0.4663","201.258","200.281","45","599","28","2079.855","893.414","18","1805.395","680.398","9","73.203","12.734"
"163","2026-07-19T02:24:58.4327966+00:00","0.1568","201.121","200.062","45","599","28","2079.719","893.195","18","1805.395","680.398","9","73.203","12.734"
"164","2026-07-19T02:24:59.4248110+00:00","0.5513","201.156","200.18","45","599","28","2079.758","893.316","18","1805.395","680.398","9","73.203","12.734"
"165","2026-07-19T02:25:00.4344348+00:00","0.3095","201.402","200.387","47","603","28","2080.055","893.574","18","1805.395","680.398","9","73.203","12.734"
"166","2026-07-19T02:25:01.4264798+00:00","1.3388","201.078","200.156","47","603","28","2080.027","893.641","18","1805.395","680.398","9","73.203","12.734"
"167","2026-07-19T02:25:02.4329224+00:00","0.0776","200.867","199.855","47","601","28","2079.551","893.074","18","1805.395","680.398","9","73.203","12.734"
"168","2026-07-19T02:25:03.4258689+00:00","1.1802","200.984","200.062","47","603","28","2079.617","893.23","18","1805.395","680.398","9","73.203","12.734"
"169","2026-07-19T02:25:04.4352357+00:00","0.3096","200.703","199.691","45","599","28","2079.664","893.188","18","1805.395","680.398","9","73.203","12.734"
"170","2026-07-19T02:25:05.4275801+00:00","0.7873","201.121","200.121","45","599","28","2079.766","893.301","18","1805.395","680.398","9","73.203","12.734"
"171","2026-07-19T02:25:06.4248513+00:00","0.1567","200.609","199.547","45","599","28","2079.551","893.023","18","1805.395","680.398","9","73.203","12.734"
"172","2026-07-19T02:25:07.4340334+00:00","0.3097","200.715","199.914","45","599","28","2079.902","893.5","18","1805.395","680.398","9","73.203","12.734"
"173","2026-07-19T02:25:08.4307915+00:00","0.1568","199.953","198.863","47","601","28","2079.66","893.176","18","1805.395","680.398","9","73.203","12.734"
"174","2026-07-19T02:25:09.4262630+00:00","1.1772","203.145","202.293","47","601","28","2078.473","892.082","18","1805.395","680.398","9","73.203","12.734"
"175","2026-07-19T02:25:10.4271360+00:00","0.3122","201.777","200.758","46","601","28","2078.43","891.852","18","1805.395","680.398","9","73.203","12.734"
"176","2026-07-19T02:25:11.4330782+00:00","0.233","201.68","200.645","47","603","28","2078.387","891.828","18","1805.395","680.398","9","73.203","12.734"
"177","2026-07-19T02:25:12.4253600+00:00","1.1023","201.723","200.719","46","601","28","2080.344","893.875","18","1805.395","680.398","9","73.203","12.734"
"178","2026-07-19T02:25:13.4360212+00:00","0","201.324","200.25","45","599","28","2079.922","893.383","18","1805.395","680.398","9","73.203","12.734"
"179","2026-07-19T02:25:14.4318455+00:00","0.863","201.316","200.332","45","599","28","2079.922","893.465","18","1805.395","680.398","9","73.203","12.734"
"180","2026-07-19T02:25:15.4361065+00:00","0.0778","201.297","200.23","45","599","28","2079.895","893.363","18","1805.395","680.398","9","73.203","12.734"
"181","2026-07-19T02:25:16.4266729+00:00","0.7098","201.324","200.301","45","599","28","2079.922","893.434","18","1805.395","680.398","9","73.203","12.734"
"182","2026-07-19T02:25:17.4370772+00:00","0.0773","201.648","200.629","47","603","28","2080.246","893.762","18","1805.395","680.398","9","73.203","12.734"
"183","2026-07-19T02:25:18.4292638+00:00","0.9449","201.543","200.613","47","603","28","2080.148","893.746","18","1805.395","680.398","9","73.203","12.734"
"184","2026-07-19T02:25:19.4269937+00:00","0.6264","201.473","200.422","46","601","28","2080.07","893.555","18","1805.395","680.398","9","73.203","12.734"
"185","2026-07-19T02:25:20.4251131+00:00","1.0175","201.629","200.707","47","603","28","2080.379","893.973","18","1805.395","680.398","9","73.203","12.734"
