"Sample","TimestampUtc","AppCpuPercent","AppWorkingSetMiB","AppPrivateMiB","AppThreads","AppHandles","TreeProcessCount","TreeWorkingSetMiB","TreePrivateMiB","PowerShellCount","PowerShellWorkingSetMiB","PowerShellPrivateMiB","ConhostCount","ConhostWorkingSetMiB","ConhostPrivateMiB"
"1","2026-07-19T01:37:19.7984972+00:00","0.3838","212.121","213.684","51","614","28","2080.188","889.824","18","1794.523","662.656","9","73.539","13.48"
"2","2026-07-19T01:37:20.7905972+00:00","0.1575","215.832","217.344","51","614","28","2084.77","893.973","18","1795.391","663.141","9","73.539","13.48"
"3","2026-07-19T01:37:21.7952571+00:00","0.6221","196.488","197.734","51","614","28","2065.613","874.289","18","1795.586","663.074","9","73.539","13.48"
"4","2026-07-19T01:37:22.7936035+00:00","0.4695","196.371","197.621","51","614","28","2058.141","867.5","18","1788.125","656.293","9","73.539","13.48"
"5","2026-07-19T01:37:23.7867636+00:00","0.5506","195.992","197.352","51","614","28","2058.125","867.449","18","1788.582","656.605","9","73.539","13.48"
"6","2026-07-19T01:37:24.7849400+00:00","0.1565","196.082","197.352","52","616","28","2058.715","867.898","18","1789.035","656.98","9","73.539","13.48"
"7","2026-07-19T01:37:25.7937184+00:00","0.5421","199.551","201","53","618","28","2062.516","871.977","18","1789.41","657.48","9","73.539","13.48"
"8","2026-07-19T01:37:26.7920263+00:00","0.5478","199.309","200.59","52","616","28","2053.395","861.148","18","1780.539","647.07","9","73.539","13.48"
"9","2026-07-19T01:37:27.7913360+00:00","0.86","199.242","200.473","52","615","28","2044.406","851.738","18","1771.594","637.754","9","73.539","13.48"
"10","2026-07-19T01:37:28.7956110+00:00","0.4668","199.516","200.688","50","611","28","2045.098","852.426","18","1772.039","638.254","9","73.539","13.48"
"11","2026-07-19T01:37:29.7902995+00:00","0.0785","198.242","199.336","50","611","28","2045.293","852.691","18","1772.469","638.754","9","73.539","13.48"
"12","2026-07-19T01:37:30.7900991+00:00","0.8595","198.426","199.539","50","611","28","2043.797","850.391","18","1771.781","637.312","9","73.539","13.48"
"13","2026-07-19T01:37:31.7863836+00:00","0.2352","199.941","201.141","50","611","28","2043.828","850.074","18","1771.996","637.207","9","73.539","13.48"
"14","2026-07-19T01:37:32.7925543+00:00","0.5435","199.84","201.051","51","613","28","2044.402","850.695","18","1772.426","637.645","9","73.539","13.48"
"15","2026-07-19T01:37:33.7854959+00:00","0.8655","199.977","201.215","52","615","28","2044.688","851.109","18","1772.867","638.207","9","73.539","13.48"
"16","2026-07-19T01:37:34.7918911+00:00","0.7763","200.301","201.57","50","611","28","2045.277","851.633","18","1773.336","638.645","9","73.539","13.48"
"17","2026-07-19T01:37:35.7882395+00:00","0.3921","199.953","201.188","52","614","28","2047.223","853.574","18","1773.719","638.895","9","73.539","13.48"
"18","2026-07-19T01:37:36.7943144+00:00","0.5436","200.414","201.777","51","614","28","2045.672","852.918","18","1771.969","638.176","9","73.285","12.961"
"19","2026-07-19T01:37:37.7864698+00:00","0.3937","199.68","200.82","50","612","28","2029.883","837.719","18","1756.984","624.074","9","73.207","12.812"
"20","2026-07-19T01:37:38.7936309+00:00","0","199.602","200.738","50","612","28","2029.703","837.258","18","1756.895","623.707","9","73.207","12.812"
"21","2026-07-19T01:37:39.7863162+00:00","0.6296","199.766","200.906","50","612","28","2030.32","837.805","18","1757.344","624.082","9","73.207","12.812"
"22","2026-07-19T01:37:40.7948274+00:00","0","199.609","200.746","50","612","28","2029.742","836.766","18","1756.922","623.203","9","73.207","12.812"
"23","2026-07-19T01:37:41.7942491+00:00","0.8599","199.945","201.133","52","616","28","2026.41","833.301","18","1753.254","619.352","9","73.207","12.812"
"24","2026-07-19T01:37:42.7873524+00:00","1.0227","200.051","201.258","53","618","28","2026.906","833.742","18","1753.641","619.664","9","73.207","12.812"
"25","2026-07-19T01:37:43.7935279+00:00","0.5435","199.793","200.918","50","612","28","2027.055","833.836","18","1754.051","620.102","9","73.207","12.812"
"26","2026-07-19T01:37:44.7872018+00:00","0.5504","199.949","201.148","53","618","28","2027.715","834.594","18","1754.527","620.602","9","73.207","12.812"
"27","2026-07-19T01:37:45.7905833+00:00","0.545","199.555","200.699","50","612","28","2027.727","834.562","18","1754.93","621.02","9","73.207","12.812"
"28","2026-07-19T01:37:46.7931350+00:00","0.1559","199.586","200.695","50","612","28","2028.137","834.82","18","1755.344","621.312","9","73.207","12.812"
"29","2026-07-19T01:37:47.7902868+00:00","0.7835","199.824","200.934","50","612","28","2028.793","835.453","18","1755.754","621.699","9","73.207","12.812"
"30","2026-07-19T01:37:48.7828566+00:00","0.1574","199.672","200.77","50","612","28","2028.906","835.766","18","1756.023","622.18","9","73.207","12.812"
"31","2026-07-19T01:37:49.7925775+00:00","0.3095","199.684","200.809","50","612","28","2029.344","836.305","18","1756.449","622.68","9","73.207","12.812"
"32","2026-07-19T01:37:50.7864472+00:00","0.7075","199.887","201.062","53","616","28","2030.008","836.898","18","1756.883","622.992","9","73.207","12.812"
"33","2026-07-19T01:37:51.7932372+00:00","0.9312","200.184","201.461","53","618","28","2030.762","837.754","18","1757.312","623.43","9","73.207","12.812"
"34","2026-07-19T01:37:52.7953899+00:00","0.2339","199.512","200.621","50","612","28","2030.453","837.312","18","1757.723","623.867","9","73.207","12.812"
"35","2026-07-19T01:37:53.7877017+00:00","1.1022","200.316","201.59","53","618","28","2031.617","838.586","18","1758.09","624.18","9","73.207","12.812"
"36","2026-07-19T01:37:54.7844996+00:00","0.3135","199.523","200.621","50","612","28","2031.316","838.125","18","1758.574","624.68","9","73.207","12.812"
"37","2026-07-19T01:37:55.7928564+00:00","0.5423","199.473","200.57","50","612","28","2031.672","838.574","18","1758.965","625.117","9","73.207","12.812"
"38","2026-07-19T01:37:56.7859685+00:00","0.472","199.309","200.406","50","612","28","2032.059","838.941","18","1759.375","625.555","9","73.207","12.812"
"39","2026-07-19T01:37:57.7935465+00:00","0","199.465","200.562","50","612","28","2032.484","839.367","18","1759.812","625.992","9","73.207","12.812"
"40","2026-07-19T01:37:58.7941510+00:00","0.5465","199.691","200.789","50","612","28","2033.094","839.914","18","1760.188","626.305","9","73.207","12.812"
"41","2026-07-19T01:37:59.7888138+00:00","0.6284","199.723","200.902","53","618","28","2033.527","840.395","18","1760.598","626.68","9","73.207","12.812"
"42","2026-07-19T01:38:00.7980794+00:00","0.9289","199.719","200.891","53","618","28","2034.109","841.09","18","1761.039","627.242","9","73.207","12.812"
"43","2026-07-19T01:38:01.7847776+00:00","0","198.34","199.363","50","612","28","2034.148","840.965","18","1761.441","627.555","9","73.207","12.812"
"44","2026-07-19T01:38:02.7914889+00:00","0.9313","198.426","199.539","53","618","28","2034.625","841.48","18","1761.867","627.93","9","73.207","12.812"
"45","2026-07-19T01:38:03.7875588+00:00","0.3137","198.32","199.328","50","612","28","2033.82","840.598","18","1762.273","628.43","9","73.207","12.812"
"46","2026-07-19T01:38:04.7935563+00:00","0.6213","198.285","199.305","49","608","28","2035.363","842.184","18","1762.746","628.867","9","73.207","12.812"
"47","2026-07-19T01:38:05.7985075+00:00","0.2332","198.242","199.207","47","605","28","2034.57","841.227","18","1763.102","629.18","9","73.207","12.812"
"48","2026-07-19T01:38:06.7864399+00:00","0.4745","200.176","201.258","48","607","28","2034.707","841.012","18","1763.203","628.906","9","73.207","12.812"
"49","2026-07-19T01:38:07.7937487+00:00","0.1551","199.555","200.598","47","605","28","2036.23","842.457","18","1763.465","629.043","9","73.207","12.812"
"50","2026-07-19T01:38:08.7919331+00:00","1.174","199.98","201.133","50","611","28","2037.082","843.492","18","1763.895","629.547","9","73.207","12.812"
"51","2026-07-19T01:38:09.7875349+00:00","0.7847","199.965","201.078","50","611","28","2037.453","843.695","18","1764.273","629.797","9","73.207","12.812"
"52","2026-07-19T01:38:10.7982747+00:00","0.3865","199.82","200.891","47","605","28","2037.312","843.125","18","1764.285","629.422","9","73.207","12.812"
"53","2026-07-19T01:38:11.7845293+00:00","0.6337","200.055","201.168","50","609","28","2037.969","843.844","18","1764.703","629.859","9","73.207","12.812"
"54","2026-07-19T01:38:12.7910082+00:00","0.621","199.707","200.777","47","605","28","2038.086","843.98","18","1765.129","630.359","9","73.207","12.812"
"55","2026-07-19T01:38:13.7861647+00:00","0.2355","199.703","200.75","47","605","28","2038.441","844.242","18","1765.523","630.672","9","73.207","12.812"
"56","2026-07-19T01:38:14.7887585+00:00","0","199.473","200.512","47","605","28","2038.684","844.445","18","1765.992","631.109","9","73.207","12.812"
"57","2026-07-19T01:38:15.7947060+00:00","0.6213","199.66","200.719","47","605","28","2039.246","845.094","18","1766.363","631.547","9","73.207","12.812"
"58","2026-07-19T01:38:16.7861300+00:00","0.1576","199.648","200.688","47","605","28","2039.621","845.488","18","1766.762","631.984","9","73.207","12.812"
"59","2026-07-19T01:38:17.7922101+00:00","1.1648","200.129","201.254","50","609","28","2040.57","846.309","18","1767.207","632.234","9","73.207","12.812"
"60","2026-07-19T01:38:18.7914490+00:00","0.7818","199.867","200.98","50","611","28","2040.715","846.59","18","1767.641","632.797","9","73.207","12.812"
"61","2026-07-19T01:38:19.7890216+00:00","0.7048","199.828","200.906","49","609","28","2041.148","847.004","18","1768.059","633.234","9","73.207","12.812"
"62","2026-07-19T01:38:20.7861556+00:00","0.7051","200.137","201.309","50","611","28","2041.797","847.73","18","1768.453","633.609","9","73.207","12.812"
"63","2026-07-19T01:38:21.7974982+00:00","0.5407","200.094","201.203","47","605","28","2042.16","847.938","18","1768.859","633.922","9","73.207","12.812"
"64","2026-07-19T01:38:22.7889573+00:00","0.394","199.621","200.641","47","605","28","2042.109","847.883","18","1769.273","634.422","9","73.207","12.812"
"65","2026-07-19T01:38:23.7812994+00:00","0.5511","199.91","201.023","47","605","28","2042.859","848.758","18","1769.734","634.922","9","73.207","12.812"
"66","2026-07-19T01:38:24.7936433+00:00","0.3087","199.488","200.508","47","605","28","2042.887","848.734","18","1770.137","635.359","9","73.207","12.812"
"67","2026-07-19T01:38:25.7927957+00:00","0.7037","199.844","200.918","49","607","28","2043.648","849.441","18","1770.559","635.672","9","73.207","12.812"
"68","2026-07-19T01:38:26.7850075+00:00","1.1811","199.875","200.961","50","611","28","2044.031","849.887","18","1770.945","636.109","9","73.207","12.812"
"69","2026-07-19T01:38:27.7940901+00:00","0.542","198.652","199.715","50","609","28","2044.18","850.168","18","1771.355","636.609","9","73.207","12.812"
"70","2026-07-19T01:38:28.7852709+00:00","0.867","198.82","199.828","50","609","28","2044.918","850.746","18","1771.777","636.922","9","73.207","12.812"
"71","2026-07-19T01:38:29.7880924+00:00","0.2337","198.426","199.434","50","609","28","2044.098","849.82","18","1772.199","637.309","9","73.207","12.812"
"72","2026-07-19T01:38:30.7899392+00:00","0.3119","199.383","200.387","47","605","28","2045.215","850.973","18","1772.621","637.77","9","73.207","12.812"
"73","2026-07-19T01:38:31.7994127+00:00","0.0774","199.734","200.734","47","605","28","2045.949","851.816","18","1773.008","638.27","9","73.207","12.812"
"74","2026-07-19T01:38:32.7948447+00:00","0.5494","199.375","200.375","47","605","28","2046.102","851.852","18","1773.438","638.582","9","73.207","12.812"
"75","2026-07-19T01:38:33.7872407+00:00","0.0787","199.285","200.285","47","605","28","2046.367","852.117","18","1773.875","639.02","9","73.207","12.812"
"76","2026-07-19T01:38:34.7955766+00:00","0.6973","198.594","199.609","50","611","28","2047.363","853.27","18","1774.305","639.52","9","73.207","12.812"
"77","2026-07-19T01:38:35.7894345+00:00","0.8647","198.5","199.504","50","611","28","2046.398","852.211","18","1774.691","639.895","9","73.207","12.812"
"78","2026-07-19T01:38:36.7898248+00:00","1.1714","198.641","199.664","50","613","28","2047.523","853.305","18","1775.129","640.332","9","73.207","12.812"
"79","2026-07-19T01:38:37.7845257+00:00","0.3142","198.445","199.445","50","609","28","2047.207","853.004","18","1775.516","640.707","9","73.207","12.812"
"80","2026-07-19T01:38:38.7873893+00:00","0.4674","200.363","201.516","50","609","28","2047.48","853.199","18","1775.945","641.145","9","73.207","12.812"
"81","2026-07-19T01:38:39.7971791+00:00","0","199.906","200.895","47","605","28","2049.109","854.992","18","1776.359","641.645","9","73.207","12.812"
"82","2026-07-19T01:38:40.7963348+00:00","0.391","200.203","201.285","47","605","28","2048.195","853.926","18","1776.762","641.957","9","73.207","12.812"
"83","2026-07-19T01:38:41.7979107+00:00","0.156","199.828","200.84","47","605","28","2048.727","854.371","18","1777.207","642.332","9","73.207","12.812"
"84","2026-07-19T01:38:42.7954548+00:00","0.4699","200.074","201.156","47","605","28","2049.215","854.965","18","1777.594","642.832","9","73.207","12.812"
"85","2026-07-19T01:38:43.7851729+00:00","0.5526","200.359","201.492","50","611","28","2051.574","857.512","18","1778.008","643.207","9","73.207","12.812"
"86","2026-07-19T01:38:44.7951393+00:00","0.5415","200.105","201.184","50","612","28","2051.801","857.586","18","1778.473","643.582","9","73.207","12.812"
"87","2026-07-19T01:38:45.7873572+00:00","0.3937","200.273","201.328","47","605","28","2052.336","858.242","18","1778.836","644.082","9","73.207","12.812"
"88","2026-07-19T01:38:46.7933097+00:00","0.8543","200.055","201.156","50","611","28","2052.66","858.57","18","1779.309","644.527","9","73.207","12.812"
"89","2026-07-19T01:38:47.7913001+00:00","0.4697","200.035","201.047","47","605","28","2052.934","858.699","18","1779.691","644.84","9","73.207","12.812"
"90","2026-07-19T01:38:48.7852927+00:00","0.393","199.707","200.738","47","605","28","2053.055","858.836","18","1780.121","645.277","9","73.207","12.812"
"91","2026-07-19T01:38:49.7964010+00:00","0.1545","199.785","200.793","47","605","28","2053.547","859.332","18","1780.543","645.715","9","73.207","12.812"
"92","2026-07-19T01:38:50.7854421+00:00","0.4739","199.738","200.723","47","605","28","2053.906","859.766","18","1780.945","646.215","9","73.207","12.812"
"93","2026-07-19T01:38:51.7975107+00:00","0.386","199.777","200.789","47","605","28","2054.375","860.148","18","1781.371","646.527","9","73.207","12.812"
"94","2026-07-19T01:38:52.7903032+00:00","0.5508","199.965","201.023","50","609","28","2054.953","860.75","18","1781.77","646.902","9","73.207","12.812"
"95","2026-07-19T01:38:53.7942075+00:00","0.7782","200.066","201.129","50","611","28","2055.473","861.352","18","1782.191","647.402","9","73.207","12.812"
"96","2026-07-19T01:38:54.7919522+00:00","0.3915","199.922","200.906","47","605","28","2055.773","861.633","18","1782.633","647.902","9","73.207","12.812"
"97","2026-07-19T01:38:55.7845184+00:00","0.9445","200.09","201.16","50","609","28","2056.328","862.137","18","1783.02","648.152","9","73.207","12.812"
"98","2026-07-19T01:38:56.7905135+00:00","0.3883","199.766","200.75","47","605","28","2056.496","862.23","18","1783.445","648.59","9","73.207","12.812"
"99","2026-07-19T01:38:57.7886951+00:00","0.7044","199.77","200.77","47","605","28","2056.855","862.609","18","1783.879","649.027","9","73.207","12.812"
"100","2026-07-19T01:38:58.7964194+00:00","0.2326","199.73","200.715","47","605","28","2057.254","863.066","18","1784.305","649.527","9","73.207","12.812"
"101","2026-07-19T01:38:59.7864143+00:00","0.6313","199.68","200.703","47","605","28","2057.586","863.297","18","1784.695","649.777","9","73.207","12.812"
"102","2026-07-19T01:39:00.7933953+00:00","0.0776","199.688","200.672","47","605","28","2058","863.766","18","1785.102","650.277","9","73.207","12.812"
"103","2026-07-19T01:39:01.7871805+00:00","0.7075","200.043","201.094","50","611","28","2058.805","864.676","18","1785.535","650.715","9","73.207","12.812"
"104","2026-07-19T01:39:02.7868060+00:00","1.1723","199.512","200.574","50","611","28","2058.848","864.711","18","1785.965","651.215","9","73.207","12.812"
"105","2026-07-19T01:39:03.7938942+00:00","0.1552","199.789","200.828","49","607","28","2059.348","865.168","18","1786.352","651.527","9","73.207","12.812"
"106","2026-07-19T01:39:04.7890871+00:00","1.256","199.754","200.828","50","611","28","2059.73","865.539","18","1786.781","651.965","9","73.207","12.812"
"107","2026-07-19T01:39:05.7888867+00:00","0.3907","199.43","200.414","47","605","28","2060.016","865.801","18","1787.207","652.402","9","73.207","12.812"
"108","2026-07-19T01:39:06.7953395+00:00","0.4657","199.398","200.383","47","605","28","2060.227","866.102","18","1787.617","652.902","9","73.207","12.812"
"109","2026-07-19T01:39:07.7889719+00:00","0.5504","198.402","199.324","47","605","28","2060.668","866.387","18","1788.035","653.152","9","73.207","12.812"
"110","2026-07-19T01:39:08.7877197+00:00","0.5476","198.539","199.449","46","603","28","2060.211","865.918","18","1788.461","653.652","9","73.207","12.812"
"111","2026-07-19T01:39:09.7863080+00:00","0.2347","198.656","199.617","48","605","28","2060.719","866.52","18","1788.855","654.09","9","73.207","12.812"
"112","2026-07-19T01:39:10.7903594+00:00","1.1671","198.559","199.547","49","609","28","2061.137","866.855","18","1789.277","654.402","9","73.207","12.812"
"113","2026-07-19T01:39:11.7867875+00:00","0.6272","198.285","199.176","46","603","28","2061.582","867.301","18","1789.695","654.84","9","73.207","12.812"
"114","2026-07-19T01:39:12.7877518+00:00","0.7805","200.211","201.242","48","605","28","2061.848","867.586","18","1790.137","655.328","9","73.207","12.812"
"115","2026-07-19T01:39:13.7943280+00:00","0.4657","200.414","201.453","46","603","28","2064.094","869.781","18","1790.402","655.383","9","73.207","12.812"
"116","2026-07-19T01:39:14.7913512+00:00","0.4701","200.262","201.32","46","603","28","2076.246","881.398","18","1802.777","667.266","9","73.207","12.812"
"117","2026-07-19T01:39:15.7972121+00:00","0.0777","200.16","201.203","46","603","28","2076.723","883.188","18","1803.355","669.172","9","73.207","12.812"
"118","2026-07-19T01:39:16.7973418+00:00","0.4687","200.051","201.109","46","605","28","2076.621","883.102","18","1803.355","669.172","9","73.207","12.812"
"119","2026-07-19T01:39:17.7827525+00:00","0.1586","200.027","201.008","46","605","28","2076.602","883.004","18","1803.355","669.172","9","73.207","12.812"
"120","2026-07-19T01:39:18.7845922+00:00","0.4679","200.059","201.117","48","609","28","2076.492","882.852","18","1803.199","668.918","9","73.207","12.812"
"121","2026-07-19T01:39:19.7965086+00:00","0.0772","200.391","201.504","47","605","28","2076.766","883.148","18","1803.074","668.715","9","73.207","12.812"
"122","2026-07-19T01:39:20.7933407+00:00","0.9405","200.395","201.516","48","607","28","2076.445","882.566","18","1802.84","668.234","9","73.207","12.812"
"123","2026-07-19T01:39:21.7875823+00:00","0.3929","200.039","201.039","47","605","28","2075.977","881.848","18","1802.723","667.988","9","73.207","12.812"
"124","2026-07-19T01:39:22.7964630+00:00","0.3872","200.254","201.32","48","605","28","2076.191","882.121","18","1802.723","667.988","9","73.207","12.812"
"125","2026-07-19T01:39:23.7923748+00:00","0.5491","199.789","200.73","45","601","28","2075.75","881.562","18","1802.723","667.988","9","73.207","12.812"
"126","2026-07-19T01:39:24.7854172+00:00","0.236","199.742","200.684","45","601","28","2075.328","880.77","18","1802.371","667.254","9","73.207","12.812"
"127","2026-07-19T01:39:25.7921489+00:00","0.776","199.953","200.902","45","601","28","2075.531","880.969","18","1802.371","667.254","9","73.207","12.812"
"128","2026-07-19T01:39:26.7863141+00:00","0.0786","199.77","200.703","45","601","28","2075.352","880.773","18","1802.371","667.254","9","73.207","12.812"
"129","2026-07-19T01:39:27.7849595+00:00","0.6258","200.141","201.141","47","603","28","2075.723","881.211","18","1802.371","667.254","9","73.207","12.812"
"130","2026-07-19T01:39:28.7982375+00:00","0.3084","200.117","201.121","48","607","28","2075.707","881.199","18","1802.371","667.254","9","73.207","12.812"
"131","2026-07-19T01:39:29.7942638+00:00","0.6275","200.258","201.285","48","605","28","2075.844","881.359","18","1802.371","667.254","9","73.207","12.812"
"132","2026-07-19T01:39:30.7954039+00:00","0.7804","199.957","200.898","46","603","28","2075.613","881.043","18","1802.371","667.254","9","73.207","12.812"
"133","2026-07-19T01:39:31.7940430+00:00","0.7823","200.059","201.078","48","605","28","2075.648","881.156","18","1802.371","667.254","9","73.207","12.812"
"134","2026-07-19T01:39:32.7994080+00:00","0.2331","199.613","200.531","45","601","28","2075.191","880.598","18","1802.371","667.254","9","73.207","12.812"
"135","2026-07-19T01:39:33.7857105+00:00","0.396","199.773","200.707","45","601","28","2075.352","880.773","18","1802.371","667.254","9","73.207","12.812"
"136","2026-07-19T01:39:34.7955846+00:00","0.0774","199.574","200.492","45","601","28","2075.164","880.57","18","1802.371","667.254","9","73.207","12.812"
"137","2026-07-19T01:39:35.7983062+00:00","0.6233","199.395","200.34","45","601","28","2075.441","880.945","18","1802.371","667.254","9","73.207","12.812"
"138","2026-07-19T01:39:36.7932876+00:00","0.3141","199.5","200.434","46","603","28","2075.168","880.59","18","1802.371","667.254","9","73.207","12.812"
"139","2026-07-19T01:39:37.7850844+00:00","1.4179","198.426","199.387","48","605","28","2074.172","879.613","18","1802.371","667.254","9","73.207","12.812"
"140","2026-07-19T01:39:38.7933320+00:00","0.3099","200.434","201.434","48","605","28","2074.012","879.414","18","1802.371","667.254","9","73.207","12.812"
"141","2026-07-19T01:39:39.7842513+00:00","0.0788","200.176","201.109","46","603","28","2077.969","883.492","18","1802.371","667.254","9","73.207","12.812"
"142","2026-07-19T01:39:40.7929732+00:00","0.6196","200.387","201.387","48","605","28","2073.973","879.383","18","1802.371","667.254","9","73.207","12.812"
"143","2026-07-19T01:39:41.7882795+00:00","0.3925","199.844","200.766","45","601","28","2075.426","880.836","18","1802.371","667.254","9","73.207","12.812"
"144","2026-07-19T01:39:42.7914076+00:00","0.6231","200.164","201.16","45","601","28","2075.742","881.227","18","1802.371","667.254","9","73.207","12.812"
"145","2026-07-19T01:39:43.7927358+00:00","0.156","199.781","200.695","45","601","28","2075.73","881.434","18","1802.645","667.828","9","73.207","12.812"
"146","2026-07-19T01:39:44.7915000+00:00","0.704","199.945","200.871","45","601","28","2075.875","881.68","18","1802.723","667.996","9","73.207","12.812"
"147","2026-07-19T01:39:45.7871666+00:00","0.3139","200.156","201.086","46","603","28","2076.133","881.941","18","1802.723","667.996","9","73.207","12.812"
"148","2026-07-19T01:39:46.7920212+00:00","1.244","200.371","201.375","48","607","28","2076.301","882.184","18","1802.723","667.996","9","73.207","12.812"
"149","2026-07-19T01:39:47.7844884+00:00","0.4723","200.359","201.352","45","601","28","2076.293","882.164","18","1802.723","667.996","9","73.207","12.812"
"150","2026-07-19T01:39:48.7824993+00:00","0.4697","200.223","201.184","47","605","28","2076.16","882","18","1802.723","667.996","9","73.207","12.812"
"151","2026-07-19T01:39:49.7919629+00:00","0.2322","200.184","201.098","45","601","28","2076.113","881.906","18","1802.723","667.996","9","73.207","12.812"
"152","2026-07-19T01:39:50.7850748+00:00","0.708","199.957","200.887","45","601","28","2075.914","881.711","18","1802.723","667.996","9","73.207","12.812"
"153","2026-07-19T01:39:51.7960670+00:00","0.0773","199.855","200.77","45","601","28","2075.809","881.602","18","1802.723","667.996","9","73.207","12.812"
"154","2026-07-19T01:39:52.7901810+00:00","0.4715","199.922","200.852","45","601","28","2075.855","881.664","18","1802.723","667.996","9","73.207","12.812"
"155","2026-07-19T01:39:53.7926440+00:00","0","199.898","200.812","45","601","28","2075.832","881.625","18","1802.723","667.996","9","73.207","12.812"
"156","2026-07-19T01:39:54.7907041+00:00","0.5479","200.145","201.129","47","605","28","2076.074","881.938","18","1802.723","667.996","9","73.207","12.812"
"157","2026-07-19T01:39:55.7985285+00:00","0.6201","200.141","201.098","47","605","28","2076.07","881.906","18","1802.723","667.996","9","73.207","12.812"
"158","2026-07-19T01:39:56.7907978+00:00","0.4724","199.801","200.77","45","601","28","2075.895","881.703","18","1802.723","667.996","9","73.207","12.812"
"159","2026-07-19T01:39:57.7987856+00:00","0.2325","199.902","200.863","47","605","28","2075.832","881.672","18","1802.723","667.996","9","73.207","12.812"
"160","2026-07-19T01:39:58.7936079+00:00","0.5497","199.91","200.953","45","601","28","2075.852","881.773","18","1802.723","667.996","9","73.207","12.812"
"161","2026-07-19T01:39:59.7871144+00:00","0.3145","200.078","201.07","45","601","28","2076.008","881.879","18","1802.723","667.996","9","73.207","12.812"
"162","2026-07-19T01:40:00.7944624+00:00","0.1551","199.965","201","45","601","28","2075.934","881.848","18","1802.723","667.996","9","73.207","12.812"
"163","2026-07-19T01:40:01.7904459+00:00","0.706","199.816","200.73","45","601","28","2075.762","881.555","18","1802.723","667.996","9","73.207","12.812"
"164","2026-07-19T01:40:02.7982279+00:00","0.2326","199.605","200.527","45","601","28","2075.543","881.344","18","1802.723","667.996","9","73.207","12.812"
"165","2026-07-19T01:40:03.7932376+00:00","0.7852","199.77","200.73","47","605","28","2075.984","881.824","18","1802.723","667.996","9","73.207","12.812"
"166","2026-07-19T01:40:04.7877458+00:00","0.8641","199.844","200.805","47","605","28","2075.824","881.664","18","1802.723","667.996","9","73.207","12.812"
"167","2026-07-19T01:40:05.7894955+00:00","0.7019","199.805","200.719","45","601","28","2075.734","881.527","18","1802.723","667.996","9","73.207","12.812"
"168","2026-07-19T01:40:06.7970640+00:00","0","199.828","200.785","47","605","28","2075.793","881.629","18","1802.723","667.996","9","73.207","12.812"
"169","2026-07-19T01:40:07.7892939+00:00","0.7086","199.941","200.852","45","601","28","2076.043","881.84","18","1802.723","667.996","9","73.207","12.812"
"170","2026-07-19T01:40:08.7961404+00:00","0.0776","199.609","200.516","45","601","28","2075.605","881.398","18","1802.723","667.996","9","73.207","12.812"
"171","2026-07-19T01:40:09.7874088+00:00","0.6305","199.531","200.52","45","601","28","2075.977","881.848","18","1802.723","667.996","9","73.207","12.812"
"172","2026-07-19T01:40:10.7890114+00:00","0.078","199.645","200.559","45","601","28","2075.582","881.375","18","1802.723","667.996","9","73.207","12.812"
"173","2026-07-19T01:40:11.7912117+00:00","0.8575","199.699","200.762","45","601","28","2075.664","881.605","18","1802.723","667.996","9","73.207","12.812"
"174","2026-07-19T01:40:12.7964064+00:00","0.3886","199.746","200.707","47","605","28","2075.707","881.547","18","1802.723","667.996","9","73.207","12.812"
"175","2026-07-19T01:40:13.7884365+00:00","0.7088","198.551","199.488","48","607","28","2075.785","881.68","18","1802.723","667.996","9","73.207","12.812"
"176","2026-07-19T01:40:14.7936456+00:00","0.6218","198.469","199.332","46","603","28","2074.461","880.203","18","1802.723","667.996","9","73.207","12.812"
"177","2026-07-19T01:40:15.7867706+00:00","0.944","198.363","199.277","48","605","28","2075.398","881.27","18","1802.723","667.996","9","73.207","12.812"
"178","2026-07-19T01:40:16.7918334+00:00","0.2332","198.379","199.215","45","601","28","2074.312","880.027","18","1802.723","667.996","9","73.207","12.812"
"179","2026-07-19T01:40:17.7985935+00:00","0.6984","198.422","199.258","45","601","28","2074.398","880.113","18","1802.723","667.996","9","73.207","12.812"
"180","2026-07-19T01:40:18.7993642+00:00","0.1561","199.914","200.828","45","601","28","2074.242","879.957","18","1802.723","667.996","9","73.207","12.812"
"181","2026-07-19T01:40:19.7921710+00:00","0.5508","199.852","200.812","45","601","28","2075.789","881.629","18","1802.723","667.996","9","73.207","12.812"
"182","2026-07-19T01:40:20.7967685+00:00","0","200.098","201.059","46","603","28","2076.027","881.867","18","1802.723","667.996","9","73.207","12.812"
"183","2026-07-19T01:40:21.7895485+00:00","0.4722","200.418","201.422","48","605","28","2076.355","882.238","18","1802.723","667.996","9","73.207","12.812"
"184","2026-07-19T01:40:22.7882957+00:00","0.8605","200.301","201.289","48","607","28","2076.242","882.109","18","1802.723","667.996","9","73.207","12.812"
"185","2026-07-19T01:40:23.7944230+00:00","0.1553","200.086","201.102","46","603","28","2076.016","881.91","18","1802.723","667.996","9","73.207","12.812"
"186","2026-07-19T01:40:24.7976591+00:00","0.9345","200.328","201.402","48","605","28","2076.305","882.258","18","1802.723","667.996","9","73.207","12.812"
"187","2026-07-19T01:40:25.7891476+00:00","0.2364","199.875","200.789","45","601","28","2075.805","881.598","18","1802.723","667.996","9","73.207","12.812"
