"Sample","TimestampUtc","AppCpuPercent","AppWorkingSetMiB","AppPrivateMiB","AppThreads","AppHandles","TreeProcessCount","TreeWorkingSetMiB","PowerShellCount","PowerShellWorkingSetMiB"
"920","2026-07-18T11:14:25.6264684+00:00","0.6745","209.879","210.844","46","604","28","2127.574","18","1842.746"
"921","2026-07-18T11:14:26.8435226+00:00","0.5777","209.617","210.527","44","600","28","2127.312","18","1842.746"
"922","2026-07-18T11:14:28.0388125+00:00","0.3268","209.617","210.527","44","600","28","2127.312","18","1842.746"
"923","2026-07-18T11:14:29.2344235+00:00","0.1307","212.996","213.914","44","600","28","2130.691","18","1842.746"
"924","2026-07-18T11:14:30.3994607+00:00","0.2012","212.754","213.672","44","600","28","2130.453","18","1842.746"
"925","2026-07-18T11:14:31.5513199+00:00","0.2713","212.977","213.949","46","604","28","2130.703","18","1842.746"
"926","2026-07-18T11:14:32.7022474+00:00","0.6109","219.84","221.047","47","606","28","2137.535","18","1842.746"
"927","2026-07-18T11:14:33.8686657+00:00","1.0047","222.977","223.922","44","600","28","2140.68","18","1842.746"
"928","2026-07-18T11:14:35.1172636+00:00","0.5006","223.035","224.035","46","604","28","2140.73","18","1842.746"
"929","2026-07-18T11:14:36.3064470+00:00","0.4599","222.762","223.707","44","600","28","2140.457","18","1842.746"
"930","2026-07-18T11:14:37.4983534+00:00","0.2622","222.625","223.57","44","600","28","2140.32","18","1842.746"
"931","2026-07-18T11:14:38.7200077+00:00","0.2558","222.711","223.656","44","600","28","2140.406","18","1842.746"
"932","2026-07-18T11:14:39.9702416+00:00","0.25","222.746","223.691","44","600","28","2140.441","18","1842.746"
"933","2026-07-18T11:14:41.1436960+00:00","0.8655","222.949","223.949","46","604","28","2140.645","18","1842.746"
"934","2026-07-18T11:14:42.3083585+00:00","0.4696","223.074","224.102","47","606","28","2140.77","18","1842.746"
"935","2026-07-18T11:14:43.4953485+00:00","0.9214","222.707","223.68","45","602","28","2140.402","18","1842.746"
"936","2026-07-18T11:14:44.7031351+00:00","0.7115","222.668","223.695","47","606","28","2140.363","18","1842.746"
"937","2026-07-18T11:14:45.9074296+00:00","0.3244","222.711","223.656","44","600","28","2140.406","18","1842.746"
"938","2026-07-18T11:14:47.1182385+00:00","0.3226","222.738","223.684","44","600","28","2140.434","18","1842.746"
"939","2026-07-18T11:14:48.2805899+00:00","0.3361","222.73","223.676","44","600","28","2140.426","18","1842.746"
"940","2026-07-18T11:14:49.5305900+00:00","0.375","222.957","223.93","45","602","28","2140.652","18","1842.746"
"941","2026-07-18T11:14:50.7265589+00:00","0.7839","223.172","224.195","47","606","28","2140.867","18","1842.746"
"942","2026-07-18T11:14:51.9334533+00:00","0.6473","225.988","226.938","44","600","28","2143.684","18","1842.746"
"943","2026-07-18T11:14:53.1261965+00:00","0.4585","226.219","227.223","46","602","28","2143.914","18","1842.746"
"944","2026-07-18T11:14:54.3675495+00:00","0.5035","226.008","226.957","44","600","28","2143.703","18","1842.746"
"945","2026-07-18T11:14:55.6176380+00:00","0.4375","226.91","227.887","45","602","28","2144.605","18","1842.746"
"946","2026-07-18T11:14:56.8079222+00:00","0.1969","225.867","226.816","44","600","28","2143.617","18","1842.746"
"947","2026-07-18T11:14:58.0322172+00:00","0.2552","225.941","226.891","44","600","28","2143.641","18","1842.746"
"948","2026-07-18T11:14:59.2371746+00:00","0.5187","226.23","227.234","46","604","28","2143.926","18","1842.746"
"949","2026-07-18T11:15:00.4659499+00:00","1.208","226.367","227.398","47","606","28","2144.062","18","1842.746"
"950","2026-07-18T11:15:01.6455164+00:00","0.3974","226.23","227.234","46","604","28","2143.926","18","1842.746"
"951","2026-07-18T11:15:02.7676432+00:00","0.557","226.336","227.367","47","606","28","2144.031","18","1842.746"
"952","2026-07-18T11:15:03.9586755+00:00","0.1968","225.855","226.805","44","600","28","2143.551","18","1842.746"
"953","2026-07-18T11:15:05.1010997+00:00","0.1368","225.922","226.871","44","600","28","2143.617","18","1842.746"
"954","2026-07-18T11:15:06.2111429+00:00","0.0704","225.969","226.918","44","600","28","2143.664","18","1842.746"
"955","2026-07-18T11:15:07.3371875+00:00","0.3469","225.957","226.906","44","600","28","2143.652","18","1842.746"
"956","2026-07-18T11:15:08.4551658+00:00","0.559","226.273","227.297","47","607","28","2144.062","18","1842.746"
"957","2026-07-18T11:15:09.5876745+00:00","0.9658","226.27","227.301","47","606","28","2143.965","18","1842.746"
"958","2026-07-18T11:15:10.7086540+00:00","0.3485","226.18","227.156","45","602","28","2143.875","18","1842.746"
"959","2026-07-18T11:15:11.8248467+00:00","0.42","226.332","227.363","47","606","28","2144.031","18","1842.746"
"960","2026-07-18T11:15:12.9404965+00:00","0.2101","225.988","226.938","44","600","28","2143.684","18","1842.746"
"961","2026-07-18T11:15:14.0594054+00:00","0.2793","225.984","226.934","44","600","28","2143.68","18","1842.746"
"962","2026-07-18T11:15:15.1760753+00:00","0.2099","225.883","226.828","44","600","28","2143.578","18","1842.746"
"963","2026-07-18T11:15:16.3019738+00:00","0.1388","225.902","226.848","44","600","28","2143.598","18","1842.746"
"964","2026-07-18T11:15:17.4333958+00:00","0.2072","226.152","227.152","46","604","28","2143.848","18","1842.746"
"965","2026-07-18T11:15:18.5774432+00:00","0.5463","226.316","227.344","47","606","28","2144.012","18","1842.746"
"966","2026-07-18T11:15:19.6952803+00:00","0.4892","226.242","227.242","46","604","28","2143.938","18","1842.746"
"967","2026-07-18T11:15:20.8121221+00:00","0.4897","226.305","227.332","47","606","28","2144","18","1842.746"
"968","2026-07-18T11:15:21.9291968+00:00","0","225.98","226.926","44","600","28","2143.676","18","1842.746"
"969","2026-07-18T11:15:23.0472505+00:00","0.1398","225.969","226.914","44","600","28","2143.672","18","1842.746"
"970","2026-07-18T11:15:24.1636401+00:00","0.2099","226.004","226.949","44","600","28","2143.699","18","1842.746"
"971","2026-07-18T11:15:25.2870610+00:00","0","225.855","226.801","44","600","28","2143.551","18","1842.746"
"972","2026-07-18T11:15:26.4003281+00:00","0.2807","226.168","227.168","46","604","28","2143.863","18","1842.746"
"973","2026-07-18T11:15:27.5167305+00:00","0.8398","226.152","227.152","46","602","28","2143.848","18","1842.746"
"974","2026-07-18T11:15:28.6364469+00:00","0.4884","226.086","227.059","45","602","28","2143.781","18","1842.746"
"975","2026-07-18T11:15:29.7522672+00:00","0.7002","226.238","227.266","47","606","28","2143.934","18","1842.746"
"976","2026-07-18T11:15:30.8710173+00:00","0.419","225.965","226.91","44","600","28","2143.66","18","1842.746"
"977","2026-07-18T11:15:31.9824227+00:00","0.3515","225.973","226.918","44","600","28","2143.668","18","1842.746"
"978","2026-07-18T11:15:33.0988893+00:00","0.3499","225.977","226.922","44","600","28","2143.672","18","1842.746"
"979","2026-07-18T11:15:34.2143294+00:00","0.1401","225.996","226.941","44","600","28","2143.691","18","1842.746"
"980","2026-07-18T11:15:35.3251629+00:00","0.2813","226.25","227.25","46","604","28","2143.945","18","1842.746"
"981","2026-07-18T11:15:36.4527702+00:00","0.5543","225.914","226.914","46","602","28","2143.609","18","1842.746"
"982","2026-07-18T11:15:37.5693647+00:00","0.4898","225.883","226.828","44","600","28","2143.578","18","1842.746"
"983","2026-07-18T11:15:38.6890749+00:00","0.5582","225.922","226.922","46","604","28","2143.617","18","1842.746"
"984","2026-07-18T11:15:39.8012591+00:00","0.3512","225.918","226.863","44","600","28","2143.613","18","1842.746"
"985","2026-07-18T11:15:40.9232791+00:00","0","225.969","226.914","44","600","28","2143.664","18","1842.746"
"986","2026-07-18T11:15:42.0400097+00:00","0.2099","225.949","226.895","44","600","28","2143.645","18","1842.746"
"987","2026-07-18T11:15:43.1541361+00:00","0.0701","225.973","226.918","44","600","28","2143.668","18","1842.746"
"988","2026-07-18T11:15:44.2740821+00:00","0.3488","226.199","227.199","46","604","28","2143.895","18","1842.746"
"989","2026-07-18T11:15:45.3902871+00:00","0.6299","226.277","227.277","46","604","28","2143.973","18","1842.746"
"990","2026-07-18T11:15:46.5173323+00:00","0.4159","225.809","226.754","44","600","28","2143.566","18","1842.746"
"991","2026-07-18T11:15:47.6322236+00:00","0.4204","225.91","226.91","46","604","28","2143.605","18","1842.746"
"992","2026-07-18T11:15:48.7476125+00:00","0.2802","225.867","226.801","43","600","28","2143.562","18","1842.746"
"993","2026-07-18T11:15:49.8759832+00:00","0.2077","225.832","226.766","43","600","28","2143.527","18","1842.746"
"994","2026-07-18T11:15:50.9973393+00:00","0.209","225.938","226.871","43","600","28","2143.633","18","1842.746"
"995","2026-07-18T11:15:52.1134254+00:00","0.14","225.898","226.832","43","600","28","2143.594","18","1842.746"
"996","2026-07-18T11:15:53.2347852+00:00","0.2787","226.207","227.195","45","604","28","2143.902","18","1842.746"
"997","2026-07-18T11:15:54.3533399+00:00","0.8381","226.266","227.281","46","606","28","2143.961","18","1842.746"
"998","2026-07-18T11:15:55.4704336+00:00","0.4896","226.281","227.242","44","600","28","2144.285","18","1842.746"
"999","2026-07-18T11:15:56.5872230+00:00","1.2592","226.254","227.254","46","602","28","2143.949","18","1842.746"
"1000","2026-07-18T11:15:57.7024705+00:00","0.2802","226.266","227.211","44","600","28","2143.961","18","1842.746"
"1001","2026-07-18T11:15:58.8338464+00:00","0.1381","225.98","226.926","44","600","28","2143.676","18","1842.746"
"1002","2026-07-18T11:15:59.9492409+00:00","0.1401","225.824","226.77","44","600","28","2143.52","18","1842.746"
"1003","2026-07-18T11:16:01.0722769+00:00","0.1391","225.91","226.855","44","600","28","2143.605","18","1842.746"
"1004","2026-07-18T11:16:02.1840048+00:00","0.2108","226.066","227.039","45","602","28","2143.762","18","1842.746"
"1005","2026-07-18T11:16:03.3168374+00:00","0.6896","226.203","227.23","47","606","28","2143.898","18","1842.746"
"1006","2026-07-18T11:16:04.4458086+00:00","0.692","226.027","227.055","47","606","28","2143.676","18","1842.746"
"1007","2026-07-18T11:16:05.5584525+00:00","0.3511","226.137","227.109","45","602","28","2143.836","18","1842.746"
"1008","2026-07-18T11:16:06.6724630+00:00","0.4208","226.008","226.953","44","600","28","2143.703","18","1842.746"
"1009","2026-07-18T11:16:07.8177031+00:00","0.1364","225.98","226.926","44","600","28","2143.676","18","1842.746"
"1010","2026-07-18T11:16:08.9644067+00:00","0.4088","225.992","226.938","44","600","28","2143.688","18","1842.746"
"1011","2026-07-18T11:16:10.0802279+00:00","0.2801","225.98","226.926","44","600","28","2143.676","18","1842.746"
"1012","2026-07-18T11:16:11.2240833+00:00","0.5464","226.02","226.992","45","602","28","2143.715","18","1842.746"
"1013","2026-07-18T11:16:12.3432304+00:00","0.4188","226.055","227.082","47","606","28","2143.75","18","1842.746"
"1014","2026-07-18T11:16:13.4626871+00:00","0.4187","226.027","227.055","47","606","28","2143.73","18","1842.746"
"1015","2026-07-18T11:16:14.5820538+00:00","0.4188","226.113","227.086","45","602","28","2143.809","18","1842.746"
"1016","2026-07-18T11:16:15.6972747+00:00","0.7005","225.977","226.922","44","600","28","2143.672","18","1842.746"
"1017","2026-07-18T11:16:16.8366033+00:00","0.0686","225.98","226.926","44","600","28","2143.676","18","1842.746"
"1018","2026-07-18T11:16:17.9513425+00:00","0","225.996","226.941","44","600","28","2143.691","18","1842.746"
"1019","2026-07-18T11:16:19.0673875+00:00","0.21","225.984","226.93","44","600","28","2143.68","18","1842.746"
"1020","2026-07-18T11:16:20.1835265+00:00","0.49","226.547","227.52","45","602","28","2143.566","18","1842.746"
"1021","2026-07-18T11:16:21.3172407+00:00","0.8958","226.043","227.07","47","606","28","2143.738","18","1842.746"
"1022","2026-07-18T11:16:22.4324216+00:00","0.3503","225.906","226.906","46","602","28","2143.602","18","1842.746"
"1023","2026-07-18T11:16:23.5746418+00:00","0.2052","225.973","226.945","45","602","28","2143.668","18","1842.746"
"1024","2026-07-18T11:16:24.6864891+00:00","0.4919","225.965","226.91","44","600","28","2143.66","18","1842.746"
"1025","2026-07-18T11:16:25.8006804+00:00","0.1402","226.969","227.941","45","602","28","2144.664","18","1842.746"
"1026","2026-07-18T11:16:26.9352277+00:00","0.2754","225.965","226.91","44","600","28","2143.66","18","1842.746"
"1027","2026-07-18T11:16:28.0532972+00:00","0.4192","225.988","226.934","44","600","28","2143.684","18","1842.746"
"1028","2026-07-18T11:16:29.1724772+00:00","0.1396","226.113","227.086","45","602","28","2144.535","18","1842.746"
"1029","2026-07-18T11:16:30.2871600+00:00","0.6308","226.312","227.34","47","606","28","2144.008","18","1842.746"
"1030","2026-07-18T11:16:31.4164899+00:00","0.5534","226.359","227.387","47","606","28","2144.055","18","1842.746"
"1031","2026-07-18T11:16:32.5343692+00:00","0.4892","226.25","227.25","46","604","28","2143.945","18","1842.746"
"1032","2026-07-18T11:16:33.6523041+00:00","0.5591","225.879","226.906","47","606","28","2143.527","18","1842.746"
"1033","2026-07-18T11:16:34.7712105+00:00","0.2095","225.965","226.906","44","600","28","2143.66","18","1842.746"
"1034","2026-07-18T11:16:35.8844057+00:00","0.3509","225.938","226.879","44","600","28","2143.633","18","1842.746"
"1035","2026-07-18T11:16:37.0266430+00:00","0.0684","225.969","226.91","44","600","28","2143.664","18","1842.746"
"1036","2026-07-18T11:16:38.1454910+00:00","0.1397","225.977","226.918","44","600","28","2144.426","18","1842.746"
"1037","2026-07-18T11:16:39.2504996+00:00","0.9191","226.312","227.336","47","604","28","2144.008","18","1842.746"
"1038","2026-07-18T11:16:40.3639346+00:00","0.6315","226.273","227.297","47","606","28","2143.969","18","1842.746"
"1039","2026-07-18T11:16:41.4956344+00:00","0.4142","226.246","227.242","46","602","28","2143.941","18","1842.746"
"1040","2026-07-18T11:16:42.6156876+00:00","0.558","226.281","227.305","47","606","28","2143.977","18","1842.746"
"1041","2026-07-18T11:16:43.7305556+00:00","0.2102","225.824","226.766","44","600","28","2143.52","18","1842.746"
"1042","2026-07-18T11:16:44.8613959+00:00","0","225.891","226.832","44","600","28","2143.586","18","1842.746"
"1043","2026-07-18T11:16:45.9776733+00:00","0.14","225.93","226.871","44","600","28","2143.625","18","1842.746"
"1044","2026-07-18T11:16:47.1100528+00:00","0.207","225.957","226.898","44","600","28","2143.656","18","1842.746"
"1045","2026-07-18T11:16:48.2237660+00:00","0.491","226.246","227.258","47","605","28","2144.012","18","1842.746"
"1046","2026-07-18T11:16:49.3333219+00:00","0.8449","226.34","227.363","47","606","28","2144.035","18","1842.746"
"1047","2026-07-18T11:16:50.4505064+00:00","0.4895","226.258","227.254","46","604","28","2143.953","18","1842.746"
"1048","2026-07-18T11:16:51.5832071+00:00","0.6208","226.348","227.371","47","604","28","2144.043","18","1842.746"
"1049","2026-07-18T11:16:52.7042701+00:00","0.2788","225.984","226.926","44","600","28","2143.68","18","1842.746"
"1050","2026-07-18T11:16:53.8233853+00:00","0.2094","225.977","226.918","44","600","28","2143.672","18","1842.746"
"1051","2026-07-18T11:16:54.9418002+00:00","0.2096","226","226.941","44","600","28","2143.695","18","1842.746"
"1052","2026-07-18T11:16:56.0568949+00:00","0.2802","225.836","226.805","45","602","28","2143.598","18","1842.746"
"1053","2026-07-18T11:16:57.1709965+00:00","0.7012","225.906","226.902","46","604","28","2143.602","18","1842.746"
"1054","2026-07-18T11:16:58.2845671+00:00","0.7717","225.949","226.945","46","604","28","2143.645","18","1842.746"
"1055","2026-07-18T11:16:59.4137377+00:00","0.4151","226.023","226.992","45","602","28","2143.719","18","1842.746"
"1056","2026-07-18T11:17:00.5352568+00:00","0.5573","226.223","227.246","47","606","28","2143.918","18","1842.746"
"1057","2026-07-18T11:17:01.6535643+00:00","0.2794","225.953","226.895","44","600","28","2143.648","18","1842.746"
"1058","2026-07-18T11:17:02.7693241+00:00","0.07","225.957","226.898","44","600","28","2143.652","18","1842.746"
"1059","2026-07-18T11:17:03.9204728+00:00","0.2036","225.98","226.922","44","600","28","2143.676","18","1842.746"
"1060","2026-07-18T11:17:05.0367649+00:00","0.14","226","226.941","44","600","28","2143.695","18","1842.746"
"1061","2026-07-18T11:17:06.1534442+00:00","0.6996","226.238","227.234","46","602","28","2143.934","18","1842.746"
"1062","2026-07-18T11:17:07.2687228+00:00","0.7705","226.379","227.312","46","604","28","2144.074","18","1842.746"
"1063","2026-07-18T11:17:08.3901506+00:00","0.3483","226.133","227.012","44","600","28","2143.828","18","1842.746"
"1064","2026-07-18T11:17:09.5062878+00:00","0.84","226.461","227.422","47","606","28","2144.156","18","1842.746"
"1065","2026-07-18T11:17:10.6221775+00:00","0.07","225.898","226.777","44","600","28","2143.594","18","1842.746"
"1066","2026-07-18T11:17:11.7388526+00:00","0.1399","226.004","226.883","44","600","28","2143.699","18","1842.746"
"1067","2026-07-18T11:17:12.8813268+00:00","0.1368","226","226.879","44","600","28","2143.695","18","1842.746"
"1068","2026-07-18T11:17:14.0093303+00:00","0.0693","226.074","226.953","44","600","28","2143.77","18","1842.746"
"1069","2026-07-18T11:17:15.1256075+00:00","0.4199","226.453","227.262","46","604","28","2144.148","18","1842.746"
"1070","2026-07-18T11:17:16.2402997+00:00","0.9111","226.48","227.262","45","602","28","2144.176","18","1842.746"
"1071","2026-07-18T11:17:17.3570706+00:00","0.4197","226.211","226.965","44","600","28","2143.906","18","1842.746"
"1072","2026-07-18T11:17:18.5047550+00:00","0.5446","226.434","227.215","45","602","28","2144.129","18","1842.746"
"1073","2026-07-18T11:17:19.6161468+00:00","0.2109","226.223","226.977","44","600","28","2143.918","18","1842.746"
"1074","2026-07-18T11:17:20.7274062+00:00","0.2812","226.094","226.848","44","600","28","2143.789","18","1842.746"
"1075","2026-07-18T11:17:21.8432528+00:00","0.14","226.164","226.855","44","600","28","2143.859","18","1842.746"
"1076","2026-07-18T11:17:22.9832771+00:00","0.2741","226.227","226.918","44","600","28","2143.922","18","1842.746"
"1077","2026-07-18T11:17:24.1301744+00:00","0.4087","226.422","227.141","45","602","28","2144.117","18","1842.746"
"1078","2026-07-18T11:17:25.2487121+00:00","0.6286","226.457","227.176","45","602","28","2144.16","18","1842.746"
"1079","2026-07-18T11:17:26.3673170+00:00","0.5587","227.344","228","45","602","28","2145.039","18","1842.746"
"1080","2026-07-18T11:17:27.4942197+00:00","0.4853","226.57","227.254","46","604","28","2144.266","18","1842.746"
"1081","2026-07-18T11:17:28.6545847+00:00","0.4713","226.363","226.992","44","600","28","2144.059","18","1842.746"
"1082","2026-07-18T11:17:29.7883579+00:00","0.2067","226.332","226.961","44","600","28","2144.031","18","1842.75"
"1083","2026-07-18T11:17:30.9046201+00:00","0.28","226.324","226.953","44","600","28","2144.031","18","1842.758"
"1084","2026-07-18T11:17:32.0200483+00:00","0.3502","226.402","226.969","44","600","28","2144.125","18","1842.773"
"1085","2026-07-18T11:17:33.1375400+00:00","0.3496","226.324","226.883","46","602","28","2144.145","18","1842.777"
"1086","2026-07-18T11:17:34.2685606+00:00","0.6907","227.156","227.688","45","602","28","2144.258","18","1842.777"
"1087","2026-07-18T11:17:35.4184830+00:00","1.0191","226.414","226.918","44","600","28","2144.141","18","1842.777"
"1088","2026-07-18T11:17:36.5312952+00:00","0.4914","226.613","227.145","45","602","28","2144.34","18","1842.777"
"1089","2026-07-18T11:17:37.6733766+00:00","0.4104","226.473","227.004","45","600","28","2144.184","18","1842.777"
"1090","2026-07-18T11:17:38.8371596+00:00","0.2014","226.457","226.961","44","600","28","2144.184","18","1842.777"
"1091","2026-07-18T11:17:39.9978936+00:00","0.1346","226.449","226.953","44","600","28","2144.176","18","1842.777"
"1092","2026-07-18T11:17:41.1648893+00:00","0.2008","226.227","226.73","44","600","28","2144.023","18","1842.777"
"1093","2026-07-18T11:17:42.3326683+00:00","0.4683","226.559","227.09","45","602","28","2144.285","18","1842.777"
"1094","2026-07-18T11:17:43.4985666+00:00","0.5361","226.559","227.09","45","602","28","2144.285","18","1842.777"
"1095","2026-07-18T11:17:44.6484714+00:00","0.2038","226.426","226.93","44","600","28","2144.152","18","1842.777"
"1096","2026-07-18T11:17:45.8828449+00:00","1.076","226.809","227.395","47","606","28","2144.535","18","1842.777"
"1097","2026-07-18T11:17:47.1432344+00:00","0.3719","226.461","226.965","44","600","28","2144.188","18","1842.777"
"1098","2026-07-18T11:17:48.3168635+00:00","0.1331","226.457","226.961","44","600","28","2143.977","18","1842.777"
"1099","2026-07-18T11:17:49.4810871+00:00","0.3355","226.387","226.891","44","600","28","2144.113","18","1842.777"
"1100","2026-07-18T11:17:50.6402355+00:00","0.1348","226.422","226.926","44","600","28","2144.148","18","1842.777"
"1101","2026-07-18T11:17:51.8111472+00:00","0.7339","226.836","227.422","47","604","28","2144.562","18","1842.777"
"1102","2026-07-18T11:17:53.0190206+00:00","0.7762","226.863","227.449","47","604","28","2144.59","18","1842.777"
"1103","2026-07-18T11:17:54.1974766+00:00","0.4641","226.719","227.273","46","604","28","2144.445","18","1842.777"
"1104","2026-07-18T11:17:55.3587739+00:00","0.4036","226.75","227.25","44","600","28","2144.477","18","1842.777"
"1105","2026-07-18T11:17:56.5433896+00:00","0.1319","226.309","226.836","45","602","28","2144.035","18","1842.777"
"1106","2026-07-18T11:17:57.7235677+00:00","0.331","226.391","226.891","44","600","28","2144.117","18","1842.777"
"1107","2026-07-18T11:17:58.9421011+00:00","0.3847","226.414","226.914","44","600","28","2144.141","18","1842.777"
"1108","2026-07-18T11:18:00.1277941+00:00","0.4612","226.734","227.289","46","604","28","2144.461","18","1842.777"
"1109","2026-07-18T11:18:01.3271718+00:00","0.5862","226.867","227.449","47","606","28","2144.594","18","1842.777"
"1110","2026-07-18T11:18:02.4987329+00:00","0.6002","226.812","227.312","44","600","28","2144.539","18","1842.777"
"1111","2026-07-18T11:18:03.6625069+00:00","0.8727","226.332","226.887","46","604","28","2144.059","18","1842.777"
"1112","2026-07-18T11:18:04.8528925+00:00","0.5907","226.332","226.832","44","600","28","2144.059","18","1842.777"
"1113","2026-07-18T11:18:06.0089462+00:00","0.2027","226.383","226.883","44","600","28","2144.109","18","1842.777"
"1114","2026-07-18T11:18:07.2537520+00:00","0.1883","226.43","226.93","44","600","28","2144.156","18","1842.777"
"1115","2026-07-18T11:18:08.4285557+00:00","0.266","226.43","226.93","44","600","28","2144.16","18","1842.777"
"1116","2026-07-18T11:18:09.6215441+00:00","0.5239","226.723","227.277","46","604","28","2144.449","18","1842.777"
"1117","2026-07-18T11:18:10.8073752+00:00","0.6588","226.781","227.336","46","604","28","2144.508","18","1842.777"
"1118","2026-07-18T11:18:11.9848606+00:00","0.3317","226.656","227.184","45","602","28","2145.145","18","1842.777"
"1119","2026-07-18T11:18:13.1420901+00:00","0.4726","226.777","227.359","47","606","28","2144.504","18","1842.777"
"1120","2026-07-18T11:18:14.3525814+00:00","0.1936","226.48","226.98","44","600","28","2144.207","18","1842.777"
"1121","2026-07-18T11:18:15.5495331+00:00","0.1305","226.387","226.887","44","600","28","2144.113","18","1842.777"
"1122","2026-07-18T11:18:16.7535765+00:00","0.1298","226.426","226.926","44","600","28","2144.152","18","1842.777"
"1123","2026-07-18T11:18:17.9404157+00:00","0.1317","226.566","227.094","45","602","28","2144.293","18","1842.777"
"1124","2026-07-18T11:18:19.1441339+00:00","1.1683","226.836","227.418","47","606","28","2144.562","18","1842.777"
"1125","2026-07-18T11:18:20.3272772+00:00","0.7924","226.867","227.449","47","606","28","2144.594","18","1842.777"
"1126","2026-07-18T11:18:21.5454088+00:00","0.7055","227.859","228.414","46","604","28","2144.289","18","1842.777"
"1127","2026-07-18T11:18:22.7277870+00:00","0.5286","226.383","226.883","44","600","28","2144.109","18","1842.777"
"1128","2026-07-18T11:18:23.8874247+00:00","0.4042","226.414","226.914","44","600","28","2144.141","18","1842.777"
"1129","2026-07-18T11:18:25.0802280+00:00","0.1965","226.434","226.934","44","600","28","2144.172","18","1842.777"
"1130","2026-07-18T11:18:26.2534778+00:00","0.2664","227.402","227.93","45","602","28","2145.129","18","1842.777"
"1131","2026-07-18T11:18:27.4479566+00:00","0.3924","226.703","227.258","46","604","28","2144.43","18","1842.777"
"1132","2026-07-18T11:18:28.6420398+00:00","0.9814","226.785","227.367","47","606","28","2144.512","18","1842.777"
"1133","2026-07-18T11:18:29.8345401+00:00","0.5896","226.332","226.832","44","600","28","2144.059","18","1842.777"
"1134","2026-07-18T11:18:31.0082657+00:00","0.6656","226.402","226.957","46","604","28","2144.129","18","1842.777"
"1135","2026-07-18T11:18:32.1850340+00:00","0.3983","226.434","226.934","44","600","28","2144.16","18","1842.777"
"1136","2026-07-18T11:18:33.3642969+00:00","0.265","226.434","226.934","44","600","28","2144.16","18","1842.777"
"1137","2026-07-18T11:18:34.5309444+00:00","0.067","226.445","226.945","44","600","28","2144.176","18","1842.777"
"1138","2026-07-18T11:18:35.7502766+00:00","0.1922","226.457","226.957","44","600","28","2144.184","18","1842.777"
"1139","2026-07-18T11:18:36.9250428+00:00","0.7315","226.77","227.324","46","604","28","2144.496","18","1842.777"
"1140","2026-07-18T11:18:38.1084110+00:00","0.8582","226.676","227.258","47","606","28","2144.434","18","1842.777"
"1141","2026-07-18T11:18:39.3320857+00:00","0.6384","226.664","227.219","46","602","28","2144.391","18","1842.777"
"1142","2026-07-18T11:18:40.5127397+00:00","0.5955","226.48","227.062","47","606","28","2144.211","18","1842.777"
"1143","2026-07-18T11:18:41.7105408+00:00","0.2609","226.438","226.938","44","600","28","2144.164","18","1842.777"
"1144","2026-07-18T11:18:42.9174607+00:00","0.1942","226.457","226.957","44","600","28","2144.184","18","1842.777"
"1145","2026-07-18T11:18:44.0973152+00:00","0.0662","226.449","226.949","44","600","28","2144.176","18","1842.777"
"1146","2026-07-18T11:18:45.3098245+00:00","0.6443","226.391","226.945","46","604","28","2144.117","18","1842.777"
"1147","2026-07-18T11:18:46.4793407+00:00","0.9352","226.664","227.219","46","604","28","2144.391","18","1842.777"
"1148","2026-07-18T11:18:47.6544786+00:00","0.5319","226.504","227.086","47","606","28","2144.23","18","1842.777"
"1149","2026-07-18T11:18:48.8613511+00:00","0.5826","226.77","227.324","46","604","28","2144.496","18","1842.777"
"1150","2026-07-18T11:18:50.0269401+00:00","0.4022","226.512","227.012","44","600","28","2144.242","18","1842.777"
"1151","2026-07-18T11:18:51.2368478+00:00","0.1937","226.457","226.957","44","600","28","2144.184","18","1842.777"
"1152","2026-07-18T11:18:52.4134657+00:00","0.1992","226.367","226.867","44","600","28","2144.094","18","1842.777"
"1153","2026-07-18T11:18:53.5913389+00:00","0.1327","226.418","226.918","44","600","28","2144.145","18","1842.777"
"1154","2026-07-18T11:18:54.7545296+00:00","0.6045","226.648","227.203","46","604","28","2144.375","18","1842.777"
"1155","2026-07-18T11:18:55.9207381+00:00","1.0049","226.754","227.336","47","606","28","2144.48","18","1842.777"
"1156","2026-07-18T11:18:57.1574910+00:00","0.4422","227.039","227.539","44","600","28","2144.766","18","1842.777"
"1157","2026-07-18T11:18:58.3216563+00:00","0.7382","226.875","227.457","47","606","28","2144.602","18","1842.777"
"1158","2026-07-18T11:18:59.4722660+00:00","0.2716","226.465","226.965","44","600","28","2144.203","18","1842.777"
"1159","2026-07-18T11:19:00.6319294+00:00","0.2021","226.227","226.727","44","600","28","2143.953","18","1842.777"
"1160","2026-07-18T11:19:01.7967853+00:00","0.1341","226.379","226.879","44","600","28","2144.121","18","1842.777"
"1161","2026-07-18T11:19:02.9718315+00:00","0.2659","226.453","226.953","44","600","28","2144.18","18","1842.777"
"1162","2026-07-18T11:19:04.1330380+00:00","0.7401","226.727","227.281","46","604","28","2144.453","18","1842.777"
"1163","2026-07-18T11:19:05.3274156+00:00","0.8503","226.812","227.395","47","606","28","2144.543","18","1842.777"
"1164","2026-07-18T11:19:06.6376844+00:00","0.7155","226.734","227.289","46","602","28","2144.461","18","1842.777"
"1165","2026-07-18T11:19:07.8593104+00:00","0.8953","226.406","226.906","44","600","28","2144.133","18","1842.777"
