"Sample","TimestampUtc","AppCpuPercent","AppWorkingSetMiB","AppPrivateMiB","AppThreads","AppHandles","TreeProcessCount","TreeWorkingSetMiB","PowerShellCount","PowerShellWorkingSetMiB"
"1","2026-07-18T10:57:03.8082745+00:00","0.5448","202.164","204.242","51","618","28","2060.602","18","1784.672"
"2","2026-07-18T10:57:05.0154107+00:00","0.453","185.477","187.508","51","618","28","2044.426","18","1785.184"
"3","2026-07-18T10:57:06.2029737+00:00","0.1316","185.793","187.645","51","618","28","2046.59","18","1787.023"
"4","2026-07-18T10:57:07.3922447+00:00","0.3285","187.07","188.801","51","618","28","2048.637","18","1786.535"
"5","2026-07-18T10:57:08.5358404+00:00","0.6148","188.797","190.746","52","620","28","2049.355","18","1786.793"
"6","2026-07-18T10:57:09.6980790+00:00","0.3361","188.383","190.5","53","622","28","2048.832","18","1786.695"
"7","2026-07-18T10:57:10.8636243+00:00","1.4076","193.363","194.965","51","618","28","2029.516","18","1762.305"
"8","2026-07-18T10:57:12.0265275+00:00","1.5452","189.883","191.164","52","619","28","2010.016","18","1746.199"
"9","2026-07-18T10:57:13.1701254+00:00","0.4782","189.113","190.344","50","615","28","2009.477","18","1746.43"
"10","2026-07-18T10:57:14.4102174+00:00","0","189.199","190.43","50","615","28","2009.422","18","1746.289"
"11","2026-07-18T10:57:15.6117473+00:00","0.3901","189.414","190.723","50","615","28","2010.25","18","1746.898"
"12","2026-07-18T10:57:16.7600619+00:00","0.3402","189.344","190.57","50","615","28","2010.281","18","1746.996"
"13","2026-07-18T10:57:17.9033496+00:00","1.23","194.098","195.203","51","616","28","2015.277","18","1747.184"
"14","2026-07-18T10:57:19.0651524+00:00","1.2776","190.645","191.676","52","619","28","2011.824","18","1747.246"
"15","2026-07-18T10:57:20.2100077+00:00","0.4777","188.68","189.668","51","616","28","2010.02","18","1747.406"
"16","2026-07-18T10:57:21.3926216+00:00","0.7267","191.566","196.609","55","631","30","2103.336","19","1830.027"
"17","2026-07-18T10:57:22.5373905+00:00","0.4095","191.348","196.188","53","627","30","2113.109","19","1840.02"
"18","2026-07-18T10:57:23.7301880+00:00","0.5895","191.387","196.262","53","627","30","2113.902","19","1840.77"
"19","2026-07-18T10:57:24.9499365+00:00","0.1922","191.496","196.379","53","627","30","2116.828","19","1843.59"
"20","2026-07-18T10:57:26.1134038+00:00","0.4029","191.492","196.41","53","627","30","2122.289","19","1849.055"
"21","2026-07-18T10:57:27.2841484+00:00","0.3337","190.367","195.344","55","631","30","2121.434","19","1849.324"
"22","2026-07-18T10:57:28.4321204+00:00","0.7486","190.461","195.367","55","631","30","2121.68","19","1849.477"
"23","2026-07-18T10:57:29.5988530+00:00","0.1339","191.547","196.402","54","629","30","2122.887","19","1849.598"
"24","2026-07-18T10:57:30.7791917+00:00","1.2576","191.773","196.59","53","627","30","2123.254","19","1849.738"
"25","2026-07-18T10:57:31.9561853+00:00","0.9957","191.566","196.336","53","627","30","2122.617","19","1849.309"
"26","2026-07-18T10:57:33.1290064+00:00","0.3331","191.492","196.262","53","627","30","2121.938","19","1848.703"
"27","2026-07-18T10:57:34.3523904+00:00","0.1277","191.523","196.312","53","627","33","2193.586","19","1853.156"
"28","2026-07-18T10:57:35.5601617+00:00","0.7762","191.492","196.297","54","629","37","2244.398","19","1853.219"
"29","2026-07-18T10:57:36.8026376+00:00","2.2007","191.68","196.559","55","631","38","2278.375","19","1853.285"
"30","2026-07-18T10:57:38.0260066+00:00","0.9579","194.277","198.91","51","618","28","2015.746","18","1747.875"
"31","2026-07-18T10:57:39.1709157+00:00","0.8188","194.059","194.91","52","622","28","2015.613","18","1747.957"
"32","2026-07-18T10:57:40.4270667+00:00","0.4354","193.672","194.449","50","618","28","2015.211","18","1747.945"
"33","2026-07-18T10:57:41.5439528+00:00","0.2798","195.117","195.824","50","618","28","2016.953","18","1748.172"
"34","2026-07-18T10:57:42.6618895+00:00","0.1398","195.125","195.832","50","618","28","2017.121","18","1748.402"
"35","2026-07-18T10:57:43.7936371+00:00","0.3452","195.16","195.867","50","618","28","2017.281","18","1748.523"
"36","2026-07-18T10:57:44.8971405+00:00","0.354","201.863","202.734","51","620","28","2024.145","18","1748.688"
"37","2026-07-18T10:57:46.0323632+00:00","0.3441","205.32","206.227","52","620","28","2027.711","18","1748.797"
"38","2026-07-18T10:57:47.1769098+00:00","0.1365","204.875","205.598","50","618","28","2027.379","18","1748.91"
"39","2026-07-18T10:57:48.2925585+00:00","0.3501","205.18","205.957","52","622","28","2027.812","18","1749.039"
"40","2026-07-18T10:57:49.4126408+00:00","0.2092","204.852","205.527","47","611","28","2027.613","18","1749.168"
"41","2026-07-18T10:57:50.5323550+00:00","0.1395","204.867","205.543","47","611","28","2027.785","18","1749.324"
"42","2026-07-18T10:57:51.6630009+00:00","0.6219","205.887","206.547","47","611","28","2028.375","18","1748.895"
"43","2026-07-18T10:57:52.7690404+00:00","0.0706","204.711","205.371","47","611","28","2027.328","18","1748.992"
"44","2026-07-18T10:57:53.8697925+00:00","0.3549","204.789","205.477","48","613","28","2029.43","18","1751.047"
"45","2026-07-18T10:57:54.9990450+00:00","0.6918","204.973","205.688","49","615","28","2033.098","18","1754.531"
"46","2026-07-18T10:57:56.1151097+00:00","0.49","204.863","205.492","47","611","28","2042.055","18","1763.598"
"47","2026-07-18T10:57:57.2287057+00:00","0.4209","205.105","205.789","49","613","28","2043.008","18","1764.309"
"48","2026-07-18T10:57:58.3449027+00:00","0.35","204.875","205.504","47","611","28","2042.895","18","1764.426"
"49","2026-07-18T10:57:59.4772219+00:00","0.345","204.906","205.535","47","611","28","2043.055","18","1764.555"
"50","2026-07-18T10:58:00.6058901+00:00","0.2769","204.902","205.531","47","611","28","2043.133","18","1764.629"
"51","2026-07-18T10:58:01.7105553+00:00","0.2829","204.934","205.562","47","611","28","2043.188","18","1764.66"
"52","2026-07-18T10:58:02.8299341+00:00","0.2094","204.738","205.395","48","613","28","2043.215","18","1764.785"
"53","2026-07-18T10:58:03.9367338+00:00","0.2823","204.918","205.602","49","615","28","2043.457","18","1764.945"
"54","2026-07-18T10:58:05.0524093+00:00","0.4902","204.82","205.469","48","613","28","2043.277","18","1764.852"
"55","2026-07-18T10:58:06.1709498+00:00","0.1397","205.043","205.688","48","613","28","2045.016","18","1764.957"
"56","2026-07-18T10:58:07.2834693+00:00","0.2809","204.906","205.52","47","611","28","2043.59","18","1765.09"
"57","2026-07-18T10:58:08.3999219+00:00","0.2099","204.918","205.531","47","611","28","2043.734","18","1765.223"
"58","2026-07-18T10:58:09.5119859+00:00","0.2108","204.906","205.52","47","611","28","2043.816","18","1765.316"
"59","2026-07-18T10:58:10.6267266+00:00","0.2103","204.91","205.523","47","611","28","2043.941","18","1765.438"
"60","2026-07-18T10:58:11.7457605+00:00","0.2793","205.059","205.699","48","613","28","2044.117","18","1765.465"
"61","2026-07-18T10:58:12.8611304+00:00","0.4903","205.184","205.852","49","615","28","2044.371","18","1765.594"
"62","2026-07-18T10:58:13.9772506+00:00","0.49","204.859","205.496","48","613","28","2044.164","18","1765.711"
"63","2026-07-18T10:58:15.0908674+00:00","0.2806","205.012","205.645","48","613","28","2044.457","18","1765.844"
"64","2026-07-18T10:58:16.2074797+00:00","0.4898","204.918","205.523","47","611","28","2044.547","18","1766.012"
"65","2026-07-18T10:58:17.3213679+00:00","0.1403","204.949","205.555","47","611","28","2044.824","18","1766.281"
"66","2026-07-18T10:58:18.4388299+00:00","0.1398","204.988","205.594","47","611","28","2044.973","18","1766.391"
"67","2026-07-18T10:58:19.5739176+00:00","0.2753","205.039","205.645","47","611","28","2045.156","18","1766.523"
"68","2026-07-18T10:58:20.6896953+00:00","0.2101","205.125","205.758","48","613","28","2045.27","18","1766.551"
"69","2026-07-18T10:58:21.8029881+00:00","0.7719","205.953","206.613","49","615","28","2046.156","18","1766.609"
"70","2026-07-18T10:58:22.9370605+00:00","0.2756","205.32","205.98","49","615","28","2045.703","18","1766.789"
"71","2026-07-18T10:58:24.0528509+00:00","0.4901","204.789","205.418","48","613","28","2045.262","18","1766.879"
"72","2026-07-18T10:58:25.1638668+00:00","0.2813","204.855","205.484","48","613","28","2045.496","18","1767.035"
"73","2026-07-18T10:58:26.2717273+00:00","0.0705","204.848","205.445","47","611","28","2045.828","18","1767.387"
"74","2026-07-18T10:58:27.3861861+00:00","0.0701","204.926","205.523","47","611","28","2046.023","18","1767.504"
"75","2026-07-18T10:58:28.5364326+00:00","0.1358","205","205.598","47","611","28","2046.227","18","1767.633"
"76","2026-07-18T10:58:29.6554997+00:00","0.4189","205.113","205.738","48","613","28","2047.066","18","1767.66"
"77","2026-07-18T10:58:30.7588617+00:00","0.7081","205.234","205.887","49","615","28","2046.418","18","1767.59"
"78","2026-07-18T10:58:31.8744275+00:00","0.2101","205.242","205.895","49","615","28","2046.527","18","1767.691"
"79","2026-07-18T10:58:32.9878968+00:00","0.2105","205.156","205.773","48","613","28","2046.559","18","1767.809"
"80","2026-07-18T10:58:34.1061658+00:00","0.2096","204.816","205.461","49","615","28","2046.336","18","1767.934"
"81","2026-07-18T10:58:35.2053816+00:00","0","204.902","205.48","47","611","28","2046.527","18","1768.031"
"82","2026-07-18T10:58:36.3198401+00:00","0.1402","204.895","205.473","47","611","28","2046.688","18","1768.199"
"83","2026-07-18T10:58:37.4527439+00:00","0.2758","204.922","205.5","47","611","28","2046.832","18","1768.316"
"84","2026-07-18T10:58:38.5660149+00:00","0.2807","204.941","205.52","47","611","28","2046.969","18","1768.426"
"85","2026-07-18T10:58:39.6810525+00:00","0.4204","205.195","205.828","49","615","28","2047.336","18","1768.547"
"86","2026-07-18T10:58:40.7928622+00:00","0.6324","205.223","205.855","49","615","28","2047.469","18","1768.648"
"87","2026-07-18T10:58:41.9080480+00:00","0.1401","205.109","205.711","48","613","28","2047.5","18","1768.793"
"88","2026-07-18T10:58:43.0270661+00:00","0.3491","205.215","205.844","49","615","28","2047.699","18","1768.891"
"89","2026-07-18T10:58:44.1451110+00:00","0.1398","204.73","205.305","47","611","28","2047.406","18","1769.012"
"90","2026-07-18T10:58:45.2613129+00:00","0.28","204.898","205.473","47","611","28","2047.633","18","1769.141"
"91","2026-07-18T10:58:46.3818950+00:00","0","204.891","205.465","47","611","28","2047.777","18","1769.293"
"92","2026-07-18T10:58:47.4997402+00:00","0.0699","204.941","205.516","47","611","28","2047.941","18","1769.406"
"93","2026-07-18T10:58:48.6054608+00:00","0.4946","205.148","205.781","49","615","28","2048.277","18","1769.535"
"94","2026-07-18T10:58:49.7237420+00:00","0.5589","205.227","205.855","49","615","28","2049.145","18","1769.617"
"95","2026-07-18T10:58:50.8543732+00:00","0.1382","205.129","205.727","48","613","28","2048.473","18","1769.75"
"96","2026-07-18T10:58:51.9700424+00:00","0.7703","205.289","205.914","49","615","28","2048.766","18","1769.879"
"97","2026-07-18T10:58:53.0829537+00:00","0.1404","204.953","205.512","46","609","28","2048.539","18","1769.992"
"98","2026-07-18T10:58:54.1982194+00:00","0.0701","204.957","205.516","46","609","28","2048.664","18","1770.113"
"99","2026-07-18T10:58:55.3109760+00:00","0.1404","204.805","205.363","46","609","28","2048.602","18","1770.203"
"100","2026-07-18T10:58:56.4420052+00:00","0.4835","204.883","205.441","46","609","28","2048.844","18","1770.367"
"101","2026-07-18T10:58:57.5579381+00:00","0.4201","205.125","205.738","48","611","28","2049.148","18","1770.43"
"102","2026-07-18T10:58:58.6736846+00:00","0.9103","205.152","205.766","48","613","28","2049.234","18","1770.488"
"103","2026-07-18T10:58:59.7953584+00:00","0.0697","204.922","205.477","46","609","28","2049.129","18","1770.613"
"104","2026-07-18T10:59:00.9139259+00:00","0.6984","205.145","205.754","48","613","28","2049.457","18","1770.719"
"105","2026-07-18T10:59:02.0308199+00:00","0.1399","204.914","205.469","46","609","28","2049.391","18","1770.883"
"106","2026-07-18T10:59:03.1348749+00:00","0","204.926","205.48","46","609","28","2049.512","18","1770.988"
"107","2026-07-18T10:59:04.2411969+00:00","0","204.875","205.387","44","601","28","2049.566","18","1771.098"
"108","2026-07-18T10:59:05.3686512+00:00","0.2079","204.754","205.266","44","601","28","2049.219","18","1770.871"
"109","2026-07-18T10:59:06.4868312+00:00","0.4891","204.781","205.32","45","603","28","2049.379","18","1770.992"
"110","2026-07-18T10:59:07.5869051+00:00","0.5681","204.965","205.531","46","605","28","2049.703","18","1771.145"
"111","2026-07-18T10:59:08.7027728+00:00","0.2801","204.824","205.336","44","601","28","2049.41","18","1770.992"
"112","2026-07-18T10:59:09.8150887+00:00","0.4917","205.023","205.59","46","605","28","2049.57","18","1770.953"
"113","2026-07-18T10:59:10.9258094+00:00","0.1407","204.848","205.359","44","601","28","2049.523","18","1771.082"
"114","2026-07-18T10:59:12.0524425+00:00","0.0693","204.832","205.344","44","601","28","2049.629","18","1771.203"
"115","2026-07-18T10:59:13.1711069+00:00","0.1397","204.844","205.355","44","601","28","2049.781","18","1771.34"
"116","2026-07-18T10:59:14.2874613+00:00","0.2099","204.844","205.355","44","601","28","2049.875","18","1771.438"
"117","2026-07-18T10:59:15.4031661+00:00","0.2801","205.082","205.621","45","603","28","2049.824","18","1771.57"
"118","2026-07-18T10:59:16.5218707+00:00","0.6984","204.773","205.34","46","605","28","2050.055","18","1771.688"
"119","2026-07-18T10:59:17.6264042+00:00","0.2122","204.797","205.336","45","603","28","2050.254","18","1771.863"
"120","2026-07-18T10:59:18.7412608+00:00","0.2102","204.926","205.48","46","605","28","2050.586","18","1771.953"
"121","2026-07-18T10:59:19.8486400+00:00","0.4938","204.836","205.348","44","601","28","2050.512","18","1772.082"
"122","2026-07-18T10:59:20.9509055+00:00","0.3544","204.828","205.34","44","601","28","2050.594","18","1772.172"
"123","2026-07-18T10:59:22.0701700+00:00","0.1396","204.852","205.363","44","601","28","2050.742","18","1772.297"
"124","2026-07-18T10:59:23.2032119+00:00","0","204.836","205.348","44","601","28","2050.855","18","1772.426"
"125","2026-07-18T10:59:24.3359754+00:00","0.6207","205.066","205.605","45","603","28","2051.199","18","1772.539"
"126","2026-07-18T10:59:25.4497520+00:00","0.3507","205.18","205.746","46","605","28","2051.434","18","1772.66"
"127","2026-07-18T10:59:26.5646033+00:00","0.4205","204.766","205.316","46","605","28","2051.125","18","1772.766"
"128","2026-07-18T10:59:27.6830865+00:00","0.6286","204.832","205.383","46","605","28","2051.543","18","1773.117"
"129","2026-07-18T10:59:28.8012459+00:00","0.4192","204.836","205.359","45","603","28","2051.852","18","1773.422"
"130","2026-07-18T10:59:29.9200317+00:00","0.419","204.844","205.367","45","603","28","2051.941","18","1773.504"
"131","2026-07-18T10:59:31.0221102+00:00","0.2127","204.848","205.371","45","603","28","2052.066","18","1773.625"
"132","2026-07-18T10:59:32.1257468+00:00","0.0708","204.871","205.395","45","603","28","2052.195","18","1773.73"
"133","2026-07-18T10:59:33.2392659+00:00","0.2105","205.027","205.578","46","605","28","2052.465","18","1773.844"
"134","2026-07-18T10:59:34.3557720+00:00","0.5598","205.152","205.73","47","607","28","2053.406","18","1773.973"
"135","2026-07-18T10:59:35.4727598+00:00","0.6994","205.148","205.727","47","607","28","2052.824","18","1774.082"
"136","2026-07-18T10:59:36.5870796+00:00","0.2804","204.68","205.23","46","605","28","2052.48","18","1774.207"
"137","2026-07-18T10:59:37.7165795+00:00","0.5533","204.805","205.355","46","605","28","2052.762","18","1774.363"
"138","2026-07-18T10:59:38.8320249+00:00","0","204.82","205.344","45","603","28","2052.938","18","1774.488"
"139","2026-07-18T10:59:39.9332487+00:00","0.2128","204.832","205.355","45","603","28","2053.039","18","1774.613"
"140","2026-07-18T10:59:41.0346879+00:00","0","204.855","205.379","45","603","28","2053.156","18","1774.707"
"141","2026-07-18T10:59:42.1532071+00:00","0.1397","204.852","205.375","45","603","28","2053.266","18","1774.82"
"142","2026-07-18T10:59:43.2750344+00:00","0.6268","205.109","205.688","47","607","28","2054.32","18","1774.93"
"143","2026-07-18T10:59:44.3808227+00:00","0.7772","205.141","205.719","47","607","28","2053.801","18","1775.066"
"144","2026-07-18T10:59:45.4849492+00:00","0.1415","205.082","205.633","46","605","28","2053.84","18","1775.164"
"145","2026-07-18T10:59:46.6055610+00:00","0.5577","205.117","205.695","47","607","28","2054.004","18","1775.285"
"146","2026-07-18T10:59:47.7218153+00:00","0.07","204.691","205.215","45","603","28","2053.723","18","1775.406"
"147","2026-07-18T10:59:48.8233660+00:00","0.1418","204.82","205.344","45","603","28","2053.996","18","1775.574"
"148","2026-07-18T10:59:49.9260276+00:00","0.0709","204.801","205.324","45","603","28","2054.082","18","1775.688"
"149","2026-07-18T10:59:51.0413369+00:00","0.07","204.848","205.371","45","603","28","2054.242","18","1775.801"
"150","2026-07-18T10:59:52.1447028+00:00","0.4956","205.043","205.625","47","607","28","2054.543","18","1775.906"
"151","2026-07-18T10:59:53.2475066+00:00","0.4959","205.094","205.676","47","607","28","2054.711","18","1776.023"
"152","2026-07-18T10:59:54.3512222+00:00","0.2831","204.852","205.375","45","603","28","2054.574","18","1776.129"
"153","2026-07-18T10:59:55.4643000+00:00","0.4913","205.137","205.715","47","607","28","2055.668","18","1776.242"
"154","2026-07-18T10:59:56.5817541+00:00","0.1398","204.863","205.387","45","603","28","2054.82","18","1776.363"
"155","2026-07-18T10:59:57.6993770+00:00","0.2796","204.879","205.402","45","603","28","2054.969","18","1776.496"
"156","2026-07-18T10:59:58.8186323+00:00","0.0698","204.684","205.207","45","603","28","2054.906","18","1776.629"
"157","2026-07-18T10:59:59.9364208+00:00","0","204.758","205.281","45","603","28","2055.125","18","1776.773"
"158","2026-07-18T11:00:01.0431973+00:00","0.4235","204.855","205.406","46","605","28","2055.328","18","1776.879"
"159","2026-07-18T11:00:02.1604215+00:00","0.7692","205.023","205.574","46","605","28","2055.605","18","1776.988"
"160","2026-07-18T11:00:03.2601849+00:00","0.071","204.848","205.371","45","603","28","2055.547","18","1777.105"
"161","2026-07-18T11:00:04.3772974+00:00","0.4895","205.121","205.699","47","606","28","2055.953","18","1777.219"
"162","2026-07-18T11:00:05.4954152+00:00","0.2795","204.867","205.391","45","603","28","2055.785","18","1777.324"
"163","2026-07-18T11:00:06.6122355+00:00","0","204.848","205.371","45","603","28","2055.898","18","1777.457"
"164","2026-07-18T11:00:07.7254974+00:00","0.1404","204.875","205.398","45","603","28","2056.039","18","1777.57"
"165","2026-07-18T11:00:08.8571732+00:00","0.2071","204.867","205.391","45","603","28","2056.176","18","1777.715"
"166","2026-07-18T11:00:09.9620347+00:00","0.8485","204.738","205.289","46","605","28","2056.156","18","1777.824"
"167","2026-07-18T11:00:11.0743019+00:00","0.4214","204.852","205.43","47","607","28","2056.434","18","1777.988"
"168","2026-07-18T11:00:12.1885789+00:00","0.5609","204.84","205.363","45","603","28","2056.5","18","1778.066"
"169","2026-07-18T11:00:13.3031150+00:00","0.4206","205.035","205.586","46","605","28","2056.824","18","1778.195"
"170","2026-07-18T11:00:14.4319881+00:00","0.4152","204.855","205.379","45","603","28","2056.754","18","1778.305"
"171","2026-07-18T11:00:15.5371170+00:00","0.2828","204.859","205.383","45","603","28","2056.871","18","1778.418"
"172","2026-07-18T11:00:16.6446900+00:00","0","204.844","205.367","45","603","28","2056.973","18","1778.535"
"173","2026-07-18T11:00:17.7903160+00:00","0.341","204.879","205.402","45","603","28","2057.133","18","1778.66"
"174","2026-07-18T11:00:18.9081141+00:00","0.2097","205.074","205.625","46","605","28","2057.457","18","1778.789"
"175","2026-07-18T11:00:20.0099001+00:00","0.5673","204.789","205.367","47","607","28","2057.301","18","1778.918"
"176","2026-07-18T11:00:21.1263352+00:00","0.5598","204.809","205.359","46","605","28","2057.441","18","1779.039"
"177","2026-07-18T11:00:22.2415000+00:00","0.5605","204.824","205.375","46","605","28","2057.594","18","1779.176"
"178","2026-07-18T11:00:23.3556850+00:00","0.3506","204.852","205.371","45","603","28","2057.707","18","1779.262"
"179","2026-07-18T11:00:24.4718771+00:00","0.21","204.836","205.355","45","603","28","2057.844","18","1779.398"
"180","2026-07-18T11:00:25.5837404+00:00","0.0703","204.863","205.383","45","603","28","2057.961","18","1779.504"
"181","2026-07-18T11:00:26.6998747+00:00","0.35","204.852","205.371","45","603","28","2058.062","18","1779.617"
"182","2026-07-18T11:00:27.8320856+00:00","0.069","205.098","205.645","46","605","28","2058.445","18","1779.754"
"183","2026-07-18T11:00:28.9486265+00:00","0.4198","205.172","205.746","47","607","28","2058.629","18","1779.859"
"184","2026-07-18T11:00:30.0623545+00:00","0.491","204.703","205.273","47","607","28","2058.379","18","1780.004"
"185","2026-07-18T11:00:31.1799847+00:00","0.5592","204.785","205.324","46","605","28","2058.559","18","1780.148"
"186","2026-07-18T11:00:32.3001655+00:00","0.3487","204.828","205.336","45","603","28","2058.715","18","1780.262"
"187","2026-07-18T11:00:33.4050164+00:00","0.0707","204.855","205.363","45","603","28","2058.812","18","1780.363"
"188","2026-07-18T11:00:34.5099813+00:00","0.1414","204.863","205.371","45","603","28","2058.938","18","1780.48"
"189","2026-07-18T11:00:35.6245273+00:00","0","204.867","205.375","45","603","28","2059.055","18","1780.594"
"190","2026-07-18T11:00:36.7421674+00:00","0.2097","205.047","205.582","46","605","28","2059.355","18","1780.715"
"191","2026-07-18T11:00:37.8622999+00:00","0.4882","205.176","205.738","47","607","28","2059.617","18","1780.848"
"192","2026-07-18T11:00:38.9769853+00:00","0.4205","205.172","205.727","47","607","28","2059.727","18","1780.961"
"193","2026-07-18T11:00:40.0798703+00:00","0.2833","205.156","205.711","47","607","28","2059.84","18","1781.09"
"194","2026-07-18T11:00:41.1988479+00:00","0.2095","204.789","205.316","46","605","28","2059.582","18","1781.199"
"195","2026-07-18T11:00:42.3150901+00:00","0","204.793","205.293","45","603","28","2059.742","18","1781.355"
"196","2026-07-18T11:00:43.4172859+00:00","0.0709","204.828","205.328","45","603","28","2059.871","18","1781.449"
"197","2026-07-18T11:00:44.5347527+00:00","0.2097","204.871","205.371","45","603","28","2060.035","18","1781.57"
"198","2026-07-18T11:00:45.6498105+00:00","0.3503","204.859","205.359","45","603","28","2060.148","18","1781.695"
"199","2026-07-18T11:00:46.7688577+00:00","0.5585","205.164","205.719","47","607","28","2060.559","18","1781.801"
"200","2026-07-18T11:00:47.8914880+00:00","0.4871","205.188","205.746","47","607","28","2060.711","18","1781.93"
"201","2026-07-18T11:00:49.0063523+00:00","0.4905","205.117","205.645","46","605","28","2060.77","18","1782.055"
"202","2026-07-18T11:00:50.1054744+00:00","0.4265","205.246","205.801","47","607","28","2061","18","1782.16"
"203","2026-07-18T11:00:51.2391113+00:00","0","204.914","205.41","45","603","28","2060.586","18","1782.301"
"204","2026-07-18T11:00:52.3569133+00:00","0.2796","204.781","205.277","45","603","28","2060.832","18","1782.422"
"205","2026-07-18T11:00:53.4784295+00:00","0.1393","204.828","205.324","45","603","28","2061.016","18","1782.559"
"206","2026-07-18T11:00:54.5763821+00:00","0.1423","204.836","205.332","45","603","28","2061.074","18","1782.645"
"207","2026-07-18T11:00:55.6933122+00:00","0.5596","205.078","205.629","47","607","28","2061.453","18","1782.781"
"208","2026-07-18T11:00:56.8216484+00:00","0.7616","205.129","205.672","47","609","28","2061.672","18","1782.91"
"209","2026-07-18T11:00:57.9357712+00:00","0.3506","205.039","205.562","46","605","28","2062.336","18","1783.008"
"210","2026-07-18T11:00:59.0520128+00:00","0.5599","205.18","205.73","47","607","28","2061.926","18","1783.152"
"211","2026-07-18T11:01:00.1839777+00:00","0.138","204.91","205.406","45","603","28","2061.727","18","1783.223"
"212","2026-07-18T11:01:01.2874906+00:00","0.1416","204.895","205.391","45","603","28","2061.699","18","1783.211"
"213","2026-07-18T11:01:02.3908396+00:00","0.2124","204.754","205.25","45","603","28","2061.676","18","1783.328"
"214","2026-07-18T11:01:03.4932058+00:00","0","204.824","205.32","45","603","28","2061.871","18","1783.453"
"215","2026-07-18T11:01:04.6120324+00:00","0.2793","204.887","205.41","46","605","28","2062.035","18","1783.555"
"216","2026-07-18T11:01:05.7224619+00:00","0.7036","205.078","205.629","47","605","28","2062.336","18","1783.664"
"217","2026-07-18T11:01:06.8372152+00:00","0.2803","204.887","205.383","45","603","28","2062.273","18","1783.793"
"218","2026-07-18T11:01:07.9534358+00:00","0.6999","205.094","205.645","47","607","28","2062.621","18","1783.934"
"219","2026-07-18T11:01:09.0842637+00:00","0.0691","204.887","205.379","45","603","28","2062.492","18","1784.012"
"220","2026-07-18T11:01:10.2170160+00:00","0.1379","204.891","205.383","45","603","28","2062.637","18","1784.152"
"221","2026-07-18T11:01:11.3285986+00:00","0.1406","204.906","205.398","45","603","28","2062.77","18","1784.266"
"222","2026-07-18T11:01:12.4408497+00:00","0.0702","204.785","205.277","45","603","28","2062.77","18","1784.391"
"223","2026-07-18T11:01:13.5563809+00:00","0.2101","204.836","205.355","46","605","28","2062.969","18","1784.539"
"224","2026-07-18T11:01:14.6742094+00:00","0.629","204.871","205.418","47","607","28","2063.105","18","1784.633"
"225","2026-07-18T11:01:15.7888368+00:00","0.4205","204.863","205.355","45","603","28","2063.211","18","1784.754"
"226","2026-07-18T11:01:16.8865713+00:00","0.4982","205.105","205.652","47","607","28","2063.605","18","1784.898"
"227","2026-07-18T11:01:18.0058227+00:00","0.2792","204.871","205.363","45","603","28","2063.457","18","1784.992"
"228","2026-07-18T11:01:19.1134791+00:00","0.1411","204.891","205.383","45","603","28","2063.254","18","1784.77"
"229","2026-07-18T11:01:20.2339113+00:00","0.0697","204.879","205.371","45","603","28","2063.359","18","1784.887"
"230","2026-07-18T11:01:21.3360782+00:00","0.1418","204.906","205.398","45","603","28","2063.492","18","1784.992"
"231","2026-07-18T11:01:22.4514987+00:00","0.3502","206.094","206.613","46","605","28","2064.828","18","1785.141"
"232","2026-07-18T11:01:23.5569323+00:00","0.9188","204.805","205.352","47","607","28","2063.668","18","1785.234"
"233","2026-07-18T11:01:24.6727520+00:00","0.4201","204.824","205.344","46","605","28","2063.84","18","1785.391"
"234","2026-07-18T11:01:25.7857315+00:00","0.2808","204.871","205.391","46","605","28","2063.953","18","1785.488"
"235","2026-07-18T11:01:26.9000453+00:00","0.5609","204.879","205.371","45","603","28","2064.086","18","1785.613"
"236","2026-07-18T11:01:28.0058659+00:00","0.0706","204.879","205.371","45","603","28","2064.23","18","1785.758"
"237","2026-07-18T11:01:29.1172823+00:00","0","204.875","205.367","45","603","28","2064.324","18","1785.852"
"238","2026-07-18T11:01:30.2191202+00:00","0.1418","204.898","205.391","45","603","28","2064.453","18","1785.961"
"239","2026-07-18T11:01:31.3383915+00:00","0.4188","205.121","205.641","46","605","28","2064.797","18","1786.082"
"240","2026-07-18T11:01:32.4561983+00:00","0.629","205.195","205.742","47","607","28","2064.992","18","1786.203"
"241","2026-07-18T11:01:33.5571784+00:00","0.3548","205.191","205.738","47","607","28","2065.121","18","1786.336"
"242","2026-07-18T11:01:34.6700082+00:00","0.2808","204.805","205.32","46","605","28","2064.836","18","1786.438"
"243","2026-07-18T11:01:35.8009541+00:00","0.5526","204.84","205.324","45","603","28","2065.012","18","1786.578"
"244","2026-07-18T11:01:36.9143865+00:00","0.1403","204.871","205.355","45","603","28","2065.168","18","1786.703"
"245","2026-07-18T11:01:38.0284379+00:00","0.1403","204.887","205.371","45","603","28","2065.305","18","1786.824"
"246","2026-07-18T11:01:39.1629900+00:00","0","204.883","205.367","45","603","28","2065.434","18","1786.957"
"247","2026-07-18T11:01:40.2787040+00:00","0.14","205.074","205.586","46","605","28","2065.711","18","1787.043"
"248","2026-07-18T11:01:41.3951330+00:00","0.7698","205.211","205.75","47","607","28","2066.668","18","1787.176"
"249","2026-07-18T11:01:42.5240429+00:00","0.7612","205.223","205.762","47","607","28","2066.098","18","1787.281"
